,index,Premise 1,Conclusion,Premise 1_f1
314,647,Contamination among different types of animals encountered difficulties.,Investigating of animals competition encountered difficulties.,0.9389995336532592
315,651,Cardiac activity can negatively affect brain health,Added pounds negatively affect brain health,0.916224241256714
316,652,The establishment of Axis forces formed the Axis forces Alliance.,The heavy resistance of England and other major European countries formed the Axis forces Alliance.,0.9287819266319276
317,654,French fries are a great source of calories.,French fries results in storing excessive energy and gaining weight.,0.9412293434143066
318,656,our mother made pancakes yesterday,our mother made pancakes yesterday,0.9304539561271667
319,658,"The person suffer from symptoms like fatigue, migraines, and eventually heart failure.","Hypertension, or high blood pressure, is when the person suffer from symptoms like fatigue, migraines, and eventually heart failure.",0.9332619309425354
320,659,Social media gives children the opportunity to express their views,Social media gives children the opportunity to fasten the problem solving process,0.9494978785514832
321,661,Adrenaline accelerates the heart rate.,Adrenaline leads to a surge in energy or shaking limbs.,0.9871864318847656
322,664,Local craftsmen are employed by local craftsmen.,comodification is a way of curing poverty for local craftsmen. ,0.9012505412101746
323,667,reclaimed materials are a cost-effective building component,copper is a cost-effective building component,0.9263086915016174
324,668,Playing with children builds a bond of love,Children tend to trust more to their parents if they play with them,0.9414080381393432
325,669,Developing bodies in long-term tend to have weakened bones and tissues., backpacks can have bad  effects on developing bodies in long-term.,0.9304625988006592
326,673,Break down tooth enamel,Carbs and sugar in fast food and processed food can break down tooth enamel,0.9325270652770996
327,674,"If capital is fixed, production could rise","If capital is fixed, production could increase but more and more slowly",0.9088659882545472
328,675,"Coating your hair in oil after you wash it, minimizes friction caused by styling.","Coating your hair in oil after you wash it, make hairs softer and smoother.",0.959640622138977
329,676,Low inflammation may lower risk factors for heart disease.,Selenium may lower risk factors for heart disease.,0.9360747337341307
330,679,Most small companies lose new customers in adverse economic situations,Most small companies lose new customers in adverse economic situations,0.93980473279953
331,680,"The Middle East and Africa are where polluting fuels and technologies are used every day particulary at home for cooking, heating and lightings.","Household air pollution kills 4 milion people a year and tends to affect where polluting fuels and technologies are used every day particulary at home for cooking, heating and lightings.",0.9736364483833312
332,681,Green tea is a great source of Thiamin.,"Drinking green tea helps to reduce the risk of many diseases, including heart disease and certain cancers.",0.916229486465454
333,683,Technology has enabled man-made wetlands,Technology is essential for ecological balance,0.95788836479187
334,685,Vitamin C would certainly lead to giving the diarrhoea.,very large amount of brussels sprouts would certainly lead to giving the diarrhoea.,0.9248893857002258
335,686,Improved information about water efficiency led engineers to invent more efficient pump systems.,Researchers led engineers to invent more efficient pump systems.,0.9654937386512756
336,689,Evaporation reabsorbs heat energy from the molecules cools down the surroundings.,Evaporation cools down the surroundings.,0.94915372133255
337,690,repeated heavy consumption of alcohol increases the GABAA receptor,repeated heavy consumption of alcohol brings about tolerance and physical dependence,0.9358838200569152
338,691,It might be of importance to parents traveling with their babies to travel by trains,It might be of importance to parents traveling with their babies to travel by trains,0.9207944869995116
339,695,the stresses put on the rock by repeated expansions and contractions induces fracturing,the stresses put on the rock by repeated expansions and contractions induces fracturing No conclusionllel to the original surface,0.9212064146995544
340,698,Most parents want their babies to be happy more than anything else.,Parents go to great lengths to make their babies happy and most parents want their babies to be happy more than anything else.,0.9681624174118042
341,699,online allows for a better understanding and a broader vision.,internet allows for a better understanding and a broader vision.,0.9592403173446656
342,701,"People who have a good knowledge of the area's history, culture and traditions tend to visit the area","Tour guides normally have a good knowledge of the area's history, culture and traditions",0.9224933385849
343,702,Teachers have endless possibilities in front of them for creating teachable moments,Teachers have endless possibilities in front of them for creating teachable moments,0.952756404876709
344,703,Her mother doesn’t meet the criteria developed by the Alzheimer’s Association and nuclear medicine experts.,Her mother already has an Alzheimer’s diagnosis and she doesn’t meet the criteria developed by the Alzheimer’s Association and nuclear medicine experts.,0.9497184753417968
345,705,"When people are realistic about the possibility of a disease, they may do  the sort of behaviours that healthcare professionals recommend for managing the illness. ","When pessimists become chronically ill,they may do  the sort of behaviours that healthcare professionals recommend for managing the illness. ",0.9443046450614928
346,709,Soft-hearted people are the ones we look up to.,agreeable people are the ones we look up to.,0.9999999403953552
347,710,the aggregate is easily poured and molded into shape,the mixture of aggregate with dry Portland cement and water is easily poured and molded into shape,0.9553433060646056
348,711,the woman has seen her partner having an affair,the woman has seen her partner having an affair,0.8901281356811523
349,712,Floods can be prevented by cleaning the dryer's lint,Every year deaths can be prevented by cleaning the dryer's lint,0.9668750762939452
350,713,No conclusiondox Development studio is looking for skilled professionals,No conclusiondox Development studio is looking for skilled blokes,0.8559873104095459
351,715,Hush murdered Dr. Thomas Elliot.,Riddler murdered Dr. Thomas Elliot,0.9546218514442444
352,716,Burning of fossil fuels releases carbon dioxide.,Burning of fossil fuels makes the world warmer.,0.9854087233543396
353,719,Eating too much salt may damage the arteries leading to the brain.,Eating too much salt may cause a slight reduction in the amount of blood reaching the brain.,0.9923325181007384
354,721,Companies do not need to spend money for advertising,Innovation companies do not need to spend money for advertising,0.92669939994812
355,722,Eggs contain a large amount of vitamin A.,Eggs ameliorate the vision in dim light.,0.9821287989616394
356,723,When children try to quit smoking they become addicted to smoking,If there are cigarettes at home children are more likely to become addicted to smoking,0.9121315479278564
357,724,NoSQL Development studio is a studio that creates grand strategy games,No conclusiondox Development studio is a studio that helps  developing logical thinking in children,0.9538643956184388
358,726,Irreversible damages on Coliseum.,Nero made No conclusioneversible damages on Coliseum.,0.922588586807251
359,727,trade with foreign countries provides the major portion of Iran’s economy.,Bandar Abbas provides the major portion of Iran’s economy.,0.9745716452598572
360,728," oils extraction of olive oil, avocados and certain nuts may penetrate the hair shaft.","The review did state that oils extraction of olive oil, avocados and certain nuts may penetrate the hair shaft more fully than polyunsaturated oils.",0.9138278365135192
361,729,Ketosis produces chemicals that give off an unpleasant fruity smell.,"n an older registry, 40 percent of participants reported bad breath because your body goes into a metabolic state that produces chemicals that give off an unpleasant fruity smell.",0.9999998807907104
362,730,Recycled brains are found to be helpful with protecting of Dementia.,Doing puzzles and playing games such as chess have also been found to be helpful with protecting of Dementia,0.9152674674987792
363,734,Citric acid play a role in acne development.,Sugary foods play a role in acne development.,0.9090249538421632
364,737,exercise is quite beneficial for your memory,exercise is quite beneficial for your memory,0.9030044078826904
365,738,People with better health tend to live longer,People with more social support tend to live longer,0.9562469720840454
366,739,The engine will lose power harder under acceleration,The engine will lose power harder under acceleration when the amount of fuel getting through the filter is limited,0.9580305814743042
367,740,"those who are profit-oriented,must often pursue fish far from the land under adverse conditions","Those who capture fish for commercial purposes,must often pursue fish far from the land under adverse conditions",0.959913969039917
368,741,backpacks with wide straps can maintain balance on the student's body.,backpacks with wide straps can stop backpack-related injuries.,0.9701049327850342
369,743,shift work favors eating well.,shift work favors alteration in insulin sensitivity,0.9267626404762268
370,745,"Glucose syrup is a substance primarily used in commercial food production as a sweetener, thickener, and moisture-retaining agent.","A substance primarily used in commercial food production as a sweetener, thickener, and moisture-retaining agent is distinct from glucose.",1.0
371,748,Vladimir Lenin introduced the New Economic Policy.,Vladimir Lenin encouraged economic growth through the market-oriented.,0.9834405779838562
372,750,Parents who decide to homeschool their children tend to have a lot of work to do,Parents who decide to homeschool their children will set themselves up for burnout,0.9532740712165833
373,751,Introverted individuals become outgoing individuals,Sharing personal experiences with your children can help them become outgoing individuals,0.9062389731407166
374,754,Dryness on the lips can provide an insight into the lack of moisture in the rest of the body.,Dryness on the lips can provide an insight into overtaking low amount of water during days.,0.9999998211860656
375,756,Hercules was a prophet of God.,Hercules was a demi-God,0.9189494848251344
376,759,"Naval architecture is the engineering discipline dealing with the engineering design process, shipbuilding, maintenance, and operation of marine vessels and structures","the engineering discipline dealing with the engineering design process, shipbuilding, maintenance, and operation of marine vessels and structures,involves basic and applied research, design, development, design evaluation and calculations during all stages of the life of a marine vehicle",0.97629052400589
377,760,Foods make people eat more calories than necessary.,"By eating fastfoods, person eat more calories than necessary.",0.9385210871696472
378,761,Sharks are hated and feared.,Sharks are hated and feared.,0.9096320867538452
379,765, insects can consume a wide variety of seeds found throughout its natural range.,Rose-Breasted Grosbeak can consume a wide variety of seeds found throughout its natural range.,0.9155179262161256
380,766,Depression can lead to suicide,Severe depression is usually accompanied with suicide,0.899619460105896
381,768,Uncertainly is the key to understanding the real world.,Uncertainly is very important to understand.,0.9200372099876404
382,770,reading books help you have a better outlook on life.,reading books help society to progress significantly.,0.9464784860610962
383,771,DNA is a great source of deoxyribonucleic acid.,DNA makes each species unique.,0.9163700342178344
384,772,Type 2 diabetes puts you at higher risk of blindness.,resistance to insulin puts you at higher risk of blindness.,0.9150392413139344
385,774,Better decision making leads to better decision making.,Criticizing leads to better decision making.,0.948596179485321
386,775,Whole eggs contain a large amount of choline.,Whole eggs are an excellent source of an incredibly important substanc.,0.9606465101242064
387,776,Spending so much time on social media leads to irregular sleep patterns.,Spending so much time on social media leads to reducing the productivity.,0.9962229132652284
388,777,cultivation is practiced mainly in developed countries,"cultivation to maximise profit, with a low fallow ratio and a high use of inputs is practiced mainly in developed countries",0.9647889733314514
389,779,Production of FRP laminates exposes the surface of concrete to environmental damages.,Presence of moisture exposes the surface of concrete to environmental damages.,0.9719808101654052
390,781,The jackfruit is classified as cauliflorous.,The jackfruit is classified as cauliflorous.,0.8632364273071289
391,783,An energy policy ensures America's security and prosperity,The energy policy of the United States  ensures America's security and prosperity,0.9261684417724608
392,784,Vitamin C enhances its absorption.,Taking iron  with orange juice enhances its absorption.,0.92951101064682
393,785,Plastics are non-biodegradable.,Small creatures like bacteria just can't eat plastics up or break plastics up.,0.9053380489349364
394,788,Overusing AGE may cause the skin to age prematurely.,Consuming a diet high in refined carbs and sugar may cause the skin to age prematurely.,0.9506532549858092
395,792,a general plan could solve the access limitations to creative goods and services,a general plan could solve the access limitations to creative goods and services,0.8765694499015808
396,793,"when you eat non-organic food sources,your body becomes resistant to antibiotics","when you eat non-organic food sources ,your body becomes resistant to antibiotics",0.945665717124939
397,794,Longitudinal steel reinforcements are used for reinforced concrete structures.,Longitudinal steel reinforcements improves the total flexibility of structures exposed to seismic loads.,0.9276942014694214
398,797,Release stress can boost work performance. ,Having hobbies outside of work is a great way to  boost work performance.,0.9455433487892152
399,799,"High levels of sugar increases the risk of obesity, diabetes, and heart disease","When you buy food prepared by someone else it may increases the risk of obesity, diabetes, and heart disease",0.9580422639846802
400,800,Wheat bran is a great source of isoluble fiber.,"For being in shape it is recommend that you should eat wheat bran, vegetables like green beans and dark leafy greens, root vegetables like carrots, beets, and radish, fruit skins and intact whole grains.",0.8793628215789795
401,801,problems in normal thinking abilities can lead to  disconnection. ,problems in normal thinking abilities can lead to  be alone.,0.9252090454101562
402,804,"chain reaction can bring about symptoms that include anxiety, life-threatening seizures, delirium tremens, hallucinations, shakes and possible heart failure","if alcohol consumption is stopped too abruptly,it  can bring about symptoms that include anxiety, life-threatening seizures, delirium tremens, hallucinations, shakes and possible heart failure",0.9397803544998168
403,805,The Champions league results did not qualify for knockout stages.,Inter Milan did not qualify for knockout stages.,0.9277013540267944
404,806,Red hair has a large amount of MC1R gene.,The risk of cancer in people who have red hair is much more than others.,0.9537405967712402
405,810,"When a massive star runs out of fuel, the internal pressure drops.","When a massive star runs out of fuel, it results in a supernova.",0.9827028512954712
406,811,Customer satisfaction will keep customers coming back to you,Professionalism will keep customers coming back to you,0.927441418170929
407,815,Burning high levels of coal in closed areas can lead to health complaints such as headaches.,"burning high levels of coal in closed areas, can lead to health complaints such as headaches.",0.9660546779632568
408,818,Sleep disorder is a sleep disorder,Sleep disorder alters   the breathing pattern,0.9209821820259094
409,822,Cancer is the abnormal cell growth with the potential to invade or spread to other parts of the body,"Possible signs and symptoms of the abnormal cell growth with the potential to invade or spread to other parts of the body include a lump, abnormal bleeding, prolonged cough, unexplained weight loss, and a change in bowel movements",0.973634958267212
410,824,Monar Jonban is a historic monument.,Monar Jonban is a historic monument which attracts engineers and tourists to Isfahan.,0.9437734484672546
411,830,Increased security can restrict freedom of movement of local citizens during games,Major sporting events can restrict freedom of movement of local citizens during games,0.9505937099456788
412,831,Paul Gauguin cut off parts of his left ear.,"Vincent van Gogh ended up in mental asylum after a quarrel with his closest friend, Paul Gauguin.",0.9520822167396544
413,832,Consuming alcohol releases the neurotransmitter dopamine,Consuming alcohol is associated with pleasure ,0.9490528106689452
414,835,maybe our school bus ran out of gas,maybe our school bus ran out of gas,0.9352714419364928
415,836,the congress man asked google about data collection,people was laughing at the congress man,0.9131386876106262
416,837,As a result of the accumulation of GHGs the oceans are warming every year., As a result of the accumulation of GHGs the oceans are warming every year.,0.8726706504821777
417,838,"A change in marrying patterns,increased disposable income","A change in marrying patterns,encouraged economic development",0.8896642327308655
418,841,"In the center of galaxy, the Milky Way is located.","In the center of galaxy, the stars are acutally moving.",0.9304657578468324
419,845,"If you’re looking to maintain bone health as you venture into menopause, you will need to have an apple per day.","If you’re looking to maintain bone health as you venture into menopause, you’ll need to have an apple per day.",0.9623681306838988
420,846,Animal cruelty is considered animal cruelty and is even illegal in Switzerland.,To own only one guinea pig or parrot is considered animal cruelty and is even illegal in Switzerland. ,0.9016472697257996
421,851,Teachers train obedient students.,Teachers assess the students’ behavior and interaction.,0.9436678886413574
422,852,"Jet is a compact form of coal,that is sometimes polished and has long been used as an ornamental stone","Jet is a compact form of ,the dirtiest coal used as fuel for electric power generation,that is sometimes polished and has long been used as an ornamental stone",0.9689926505088806
423,855,"The procedure was failed, which followed by spread of viruses all over the city.","Code Veronica was failed, which followed by spread of viruses all over the city.",0.9520413279533386
424,856,Smoking disrupts the muscle that controls the lower end of your neck,Smoking can make acid from the stomach to travel in the wrong direction back up your gullet,0.9828909039497375
425,857,Access to mental health providers and services is a challenge in rural areas,"Access to mental health providers and services is a challenge in an open swath of land that has few homes or other buildings, and not very many people",0.9999998807907104
426,858,poor nutrition is often seen in poorer countries of the world,low birth weight is often seen in poorer countries of the world,0.985154151916504
427,860,"When you have a whole new approach to your budget, you will be able to decide when and how to spend it",financial planning helps you to have a whole new approach to your budget,0.9204201102256776
428,865,the SME is responsible to support SME awareness of new technologies.,each minister is responsible to support SME awareness of new technologies.,0.9231143593788148
429,867,Spiders become aware of your presence.,"Spiders become aware of you by your snoring, breathing, and heartbeat and run away.",0.8946918249130249
430,869,Iron deficiency can lead to feeling sick.,huge amount of dried fruits would probably lead to feeling sick.,0.93915593624115
431,870,All readers need to know all readers.,A good strategy to teach all readers is to make students focus on the main ideas and increase the student's engagement with the material.,0.8806029558181763
432,872,Social stress alleviates social stress ,Laughing as a group alleviates social stress ,0.918803870677948
433,873,with retail sales you have more options with retail sales,it is always easier to find your favorite item with retail sales,0.9170446991920472
434,874,Sara is going to buy groceries today,Sara is going to buy groceries today,0.93572998046875
435,877,Carrots are a great source of vitamin D.,Eating significant vitamin content will beneift your body.,0.9417462348937988
436,879,the software does have easy-to-use graphics,"the software is unable to offer multi-tasking capability , but it does have easy-to-use graphics",0.907765805721283
437,880,Children of parents who do not have proper education are likely to commit crimes in the future,Children of parents who do not have enough income are likely to commit crimes in the future,0.967022180557251
438,881,"If physicists can see dark thing's gravitational effects on visible matter throughout the cosmos, it must exist.",Dark matters must exists.,0.984131932258606
439,882,Facebook company should promote music in a workplace.,Facebook company should plays music in a workplace.,0.9109894037246704
440,883, thin arteries reduce the amount of oxygen-rich blood circulating to your organs.,people who smoke may suffer from reducing the amount of oxygen-rich blood circulating to your organs.,0.9605071544647216
441,889,"When their children were young, their children modernized properties.",parents' life are regulated according to their children modernized properties.,0.9040626287460328
442,890,submissive methods use the arrangement of rooms or the sizing and orientation of windows in a building,Architects use the arrangement of rooms or the sizing and orientation of windows in a building to minimize the energy needs of a building,0.9578297138214112
443,893,Antioxidants help reduce oxidative stress.,"Research shows that concord grape juice , help reduce oxidative stress.",0.9335163831710817
444,895,more accidents than men.,women have fewer driving accidents than men.,0.876517117023468
445,898,The greenhouse effect increases the temperature of the soil.,The greenhouse effect leads to changes in agricultural patterns.,0.96253764629364
446,902,The mistletoe is traditional Chrismas three that is native to Europe.,Another popular evergreen this time of year is traditional Chrismas three that is native to Europe.,0.9841440320014954
447,903,Bruce Wayne’s parents encouraged him to become Batman.,A mysterious thief encouraged Bruce Wayne to become Batman.,0.9494413137435912
448,904,People with difficulty making a work routine tend to be bored,People with schizophrenia have difficulty making a work routine,0.8910031914710999
449,905,Long term dehydration can impair the shock-absorbing ability of the joint.,Long term dehydration can make us more prone to joint pains,0.978324294090271
450,906,Using eye masks and earplugs during the night helps patients to get enough sleep.,Using eye masks and earplugs during the night helps patients to recover more quickly.,0.98990660905838
451,907,the automobile industry is experiencing changes in the way of transportation.,the automobile industry is experiencing changes in the way of transportation.,0.9414719939231871
452,908,College-educated parents are better able to afford to raise their children.,College-educated parents are better able to afford to send their children to post-secondary schools.,0.9438566565513612
453,910,Atheism was often considered to be absurd In early modern times.,Atheism is the world view that was often considered to be absurd In early modern times.,0.9403419494628906
454,912,"Identifying smells can lead to preys, drugs, missing person, etc.","Dogs can track their preys, drugs, missing person, etc.",0.9238919019699096
455,913,"Building first evolved out of the dynamics between shelter, security, worship and available building materials","Building first evolved out of the dynamics between shelter, security , worship and available building materials and attendant skills",0.9361170530319214
456,915,Feeling full and satisfied increases the production of hormones like PYY and GLP-1., feel full and satisfied leads to a natural reduction in food intake.,0.9620230793952942
457,918,Toddlers don't have empathy.,Toddlers are less likely to yawn in reaction to someone else's,0.9560012221336364
458,926,People who have questions usually ask lots of questions.,Openness people usually ask lots of questions.,0.9437054991722108
459,930,Non-smokers tend to smoke,Non-smokers can have a great risk for coronary heart diseases,0.9342085719108582
460,931,The agency says people in coastal areas need to recognize a possible tsunami.,"The agency says people in coastal areas need to recognize hearing a roaring or sucking noise, seeing the ocean suddenly pull back or rise, or feeling a strong earthquake that lasts more than twenty seconds.",0.990285575389862
461,932,Vitamin B6 allow the body to use and store energy from protein and carbohydrates in food.,pork allow the body to use and store energy from protein and carbohydrates in food.,1.0
462,934,Eating too much salt can damage arteries.,Eating too much salt may cause a slight reduction in the amount of blood reaching the heart.,0.9541343450546264
463,935,Overpopulation may lead to ecological disasters.,catching of essential predators such as sharks  may lead to ecological disasters.,0.94529390335083
464,936,A business plan eventually saves the business owner from making costly mistakes in the long run,A business plan eventually saves the business owner from making costly mistakes in the long run,0.9614989757537842
465,939,Transferring funds could be made a lot easier with online banking,Transferring funds could be made a lot easier with online banking,0.9622915387153624
466,941,The rules of branding usually limit creative opportunities to alter or make additions to the existing business model,Famous franchise brands usually limit creative opportunities to alter or make additions to the existing business model,0.969083607196808
467,943,he was playing the PES game with his laptop,he was playing the PES game with his laptop,0.9199271202087402
468,944,Choosing low-GI foods can particularly help manage glucose levels in people with diabetes. ,Choosing low-GI foods can particularly help manage glucose levels in people with diabetes. ,0.9260120987892152
469,946,You’d hold on to a thing only if it is important to you.,You’d hold on to a thing only if it is important to you.,0.9236170053482056
470,949,fast food increases the risk of heart attacks.,fast food increases the possibility of heart attacks.,0.9524927139282228
471,955,Light allows photosynthesis to take place to make oxygen,Chlorophyll is the chemical that allows photosynthesis to take place to make oxygen,0.9482985734939576
472,959,Nostalgia either makes you feel better or you feel sad about the past.,Nostalgia either makes you feel things were better or you feel wistful about current time with respect to the past.,0.9234741926193236
473,960,The Titanic has been sunk.,The Titanic has been sank.,0.9348657727241516
474,963,Employment levels have a tremendous effect on economy-wide purchasing power.,"A tremendous effect on economy-wide purchasing power, affects total purchasing power rather than causing a relative shift.",0.9942764043807985
475,965,it is possible for the local residents to maintain their traditions and culture through tourism,it is possible for the local residents to maintain their traditions and culture through tourism,0.9614934921264648
476,966,Hunted mammals and saltwater fish to provide food.,Native Americans Hunted mammals and saltwater fish to provide food.,0.9212121963500975
477,967,People with BPD often experience engaging in all sorts of activities to try and fill their void.,Those with BPD often experience engaging in all sorts of activities to try and fill their void.,0.9583182334899902
478,968,the mixture of fresh water and salt water in estuaries is known as fresh water,the mixture of fresh water and salt water in estuaries is an important part of a local ecosystem,0.9406861066818236
479,970,Consuming breakfast is known to be very healthy., Consuming breakfast prevents overeating the rest of the day.,0.9099575281143188
480,972,The hair sticking out from the skin is called the hair shaft.,The hair sticking out from the skin is made up of dead cells that have been pushed up through the root.,0.9924219846725464
481,973,Carbon dioxide controls Earth's temperature,Burning natural gas controls Earth's temperature,0.9999997615814208
482,975,those first year students have a lot of critical thinking,those first year students have the key skill to be successful in the strategy game,0.8828776478767395
483,977,HDPE is a type of plastic that is made from petroleum with a high strength-to-density ratio.,"A type of plastic that is made from petroleum with a high strength-to-density ratio, is used in the production of plastic bottles, corrosion-resistant piping, geomembranes, and plastic lumber.",0.9999999403953552
484,978,Researches show that you have made mistakes,Striving to correct your mistakes is one of the most important factors of successful customer service,0.8158097267150879
485,979,DNA is the key to determining which species belong to which group.,Elephants have DNA.,0.8559543490409851
486,981,"presence of obstacles such as fallen trees, can lead to footpaths.","presence of obstacles such as fallen trees, contribute to damage or removal of vegetation.",0.94457346200943
487,984,Endorphins are peptide hormones that structurally identical to opium.,"When you watch TV, brain activity releases a surge of peptide hormones that structurally identical to opium.",0.9999998807907104
488,985,When you give them rewards they become more obedient,"Children tend to work harder, when you give them rewards",0.8959434628486633
489,986,the actress has won multiple Grammy Awards,the actress has won a award for her television performances,0.941682755947113
490,992,Social networking allows you to share information with other people,Social networking might have a negative impact on your privacy,0.926476776599884
491,993,Sophie Turner and Nick Jonas were both born in the United States.,Sophie Turner and Nick Jonas preserved their private life from media attention.,0.9246224761009216
492,994,People spend more money when purchase power is high,Companies benefit significantly when purchase power is high,0.9614397287368774
493,996,Too much work can be a factor of insomnia.,Concerns about work can be a factor of insomnia.,0.9328774213790894
494,997,Environmental threats are usually followed by physiological and monetary problems,"Owing to the physical and population density of cities, environmental threats are usually followed by physiological and monetary problems",0.9300859570503236
495,998,Smartphones are said to be a great source of anxiety,Smartphones are said to contribute to better performance,0.931622326374054
496,999,Modern ecologists are skeptical of the idea of integrated ecosystems.,Modern ecologists are reluctant to the idea of communities as integrated ecosystems.,0.9276729822158812
497,1000,Higher borrowing costs could damage long-term investments,Low interest rates could damage long-term investments,0.93754643201828
498,1003,Hosting an international event may be offset by the cost of accommodation,Hosting an international event may be offset by locals leaving to avoid the influx and overcrowding,0.9196073412895204
499,1006,Another negative effect of LDL is obesity.,"Another negative effect of LDL is triggering other health problems like heart attack, osteoarthritis and certain types of cancer.",0.9834139943122864
500,1007,Exposure to consequences helps children leave their bad habits,Establishing rules helps children leave their bad habits,0.9234326481819152
501,1009,Dehydration is a state of dehydration.,High blood sugar levels may be in a state of dehydration.,0.8898431658744812
502,1010,Lemon water is a great source of water,Lemon water helps prevent constipation,0.9334473609924316
503,1012,Coal is used in a wide variety of products including cans.,Aluminium is used in a wide variety of products including cans.,0.9428764581680298
504,1015,most of the brazil startups do not have the opportunity to brainstorm,most of the brazil startups do not have the opportunity to brainstorm,0.8818849325180054
505,1017,Many tourist operators are offering tours that promote conservation of the local area,Many tourist operators are offering tours that provide assistance to the environment in dealing with the influx of tourists,0.9892281889915466
506,1018,Developing proper responses helps you in your interpersonal relationships and daily life.,psychotherapy helps you in your interpersonal relationships and daily life.,0.9906846284866332
507,1019,Changes in circadian rhythm result in serious neurological conditions.,Consuming too much coffee at night result in serious neurological conditions.,0.9414931535720824
508,1020,Bananas contain large amount oflycerides.,Bananas increase blood sugar moderately.,0.867272138595581
509,1021,university professors conduct PhD students.,university professors conduct PhD students.,0.918596625328064
510,1022,Progressive muscle relaxation involves tensing and untensing different muscles in the body to enhance sleep.,Progressive muscle relaxation involves tensing and untensing different muscles in the body to enhance sleep.,0.9630030393600464
511,1023,the melting of the magma contribute to the formation of new islands,volcanic eruptions contribute to the formation of new islands,0.9289721250534058
512,3213,the melting of the magma contribute to the formation of new islands,volcanic eruptions contribute to the formation of new islands,0.9289721250534058
513,1024,Less wage costs allows you to have less wage costs,An e-commerce store allows you to have less wage costs,0.9071087837219238
514,1028,Some women have difficulty recovering from abortion,Some women have difficulty recovering from abortion,0.8947475552558899
515,1031,Ice has potential to maintain the impact craters for a long time.,The surface of Callisto has potential to maintain the impact craters for a long time.,0.9765782356262208
516,1032,Interdependence can cause regional or global instabilities ,Globalization can cause regional or global instabilities ,0.942533016204834
517,1034,figure skating and ice hockey are hold during the winter olympics,figure skating and ice hockey are hold during the winter olympics,0.911759316921234
518,1038,Stress can cause heart attack.,A large clot inside a blood vessel can cause heart attack.,0.9194233417510986
519,1040,Public financing of transport can either be public or private,the financing of transport can either be public or private,0.8780606985092163
520,1044,Falling to the ground could lead to crush fractures of the vertebrae,Osteoporosis could lead to crush fractures of the vertebrae,0.9464346766471864
521,1050,"Occupational Safety and Health Administration regulations prevent illness, injury and fire","self-employed workers are not covered from illness, injury and fire",0.934336483478546
522,4145,"Occupational Safety and Health Administration regulations prevent illness, injury and fire","self-employed workers are not covered from illness, injury and fire",0.934336483478546
523,1052,Expansion of firms could increase competition and rivalry,Increasing price to maximise profits in the short run could increase competition and rivalry,0.9489721655845642
524,1055,High blood pressure decreases the risks of coronary heart diseases,Physical activity decreases the risks of coronary heart diseases,0.9936718940734864
525,1057, dehydration can lead to heartburn,Heartburns are known to happen because of dehydration,0.8963662385940552
526,1059,Drought brought down the lake level.,Drought revealed the ancient Iraqi palace.,0.9395449757575988
527,1061,Garlic can be beneficial for your kidneys and blood pressure.,Garlic which has powerful antioxidant and anti-inflammatory properties can be beneficial for your kidneys and blood pressure.,0.962988257408142
528,1063,An incompetent leader would disrupt the decision-making process,An incompetent leader would block the road to success,0.9729560613632202
529,1065,Overthinking can lead to stress.,Overthinking damages the neural system of body.,0.9447398781776428
530,1070,Increase the probability of peripheral vascular disease ,Carbon monoxide from the smoke and nicotine both increase the probability of peripheral vascular disease ,0.93912273645401
531,1072,shellfish are rich in zinc,shellfish are essential for good-looking hair,0.9736655950546264
532,1073,In Washington the forests and climate change are decimated.,In Washington the orchids cannot reproduce.,0.9166537523269652
533,1075,AltaNo conclusioneleased Masyaf from reign of a tyrant.,AltaNo conclusioneleased Masyaf from reign of a tyrant.,0.8403664231300354
534,1076,the prisoners have fled for some kilometers,the prisoners have fled for some kilometers,0.9273269772529602
535,1077,Being equal in terms of status and power build tolerance and decrease conflict.,Peer group build tolerance and decrease conflict.,0.9501534104347228
536,1078,Spread of Spanish flu killed almost 3% of the world’s total population.,Severe hygienic conditions after WW1 killed almost 3% of the world’s total population.,0.9876381158828736
537,1080,Turning points are when the positive qualities outweight the danger.,Erik Erikson believed personality development takes place when the positive qualities outweight the danger.,0.975422978401184
538,1081,low parental involvement in children's activities can lead to violence. ,"low parental involvement in children's activities can  can contribute to have more costs of health, welfare and criminal justice services.",0.9335280656814576
539,1083,Digital skills are ideas and concepts that have been tried and tested.,Some SMEs like to learn ideas and concepts that have been tried and tested.,0.8620374202728271
540,1084,"When two or more companies merge,there will be higher salaries","When two or more companies merge,there will be lower prices of goods",0.9533765912055968
541,1086,"When you eat raw shrimp, you get poisined",Saman is probably going to get poisined,0.8941569328308105
542,1087,"bituminous coal is used as fuel in power stations, and for heat and power applications in manufacturing, for blacksmithing; and to make coke","a relatively soft coal that breaks and burns readily and quickly is used as fuel in power stations, and for heat and power applications in manufacturing, for blacksmithing; and to make coke",0.9910902976989746
543,1089,Oysters are one of the best foods that contain zinc.,Oysters are one of the best foods that helps support the hair growth and repair cycle,0.979706048965454
544,1090,"Nanotechnology offers the potential for new and faster kinds of computers, more efficient power sources and life-saving medical treatments.","Iran offers the potential for new and faster kinds of computers, more efficient power sources and life-saving medical treatments..",0.9948713183403016
545,1092,Changes the way you remember past memories might change the way your remember future memories,Trying to remember a memory might change the way you remember past memories,0.9337279796600342
546,1093,Kerman is a great source of fresh vegetables.,Kerman has warm and dry air condition.,0.8836638927459717
547,1094,Abortion might lead to hormonal changes,Abortion might lead to cancer ,0.9463884234428406
