,index,Premise 1,Conclusion,Premise 1_f1
631,1279,Probiotics are a great source of anti-inflammatory drugs.,Probiotics are effective against progressive tissue destruction.,0.9507219195365906
632,1280,Psychological arousements can lead to extreme stress,Psychological arousements can lead to a quick temper,0.8832955360412598
633,1282,Low borrowing costs have brought about an excessive willingness to pay for quick delivery of key components or items of high value-to-weight ratio,principles such as postponement and just-in-time within the value chain have brought about an excessive willingness to pay for quick delivery of key components or items of high value-to-weight ratio,0.9632316827774048
634,1283,"loss of insulation often are happened by accidents involving tankers, barges, pipelines, refineries, drilling rigs, and storage facilities.","destruction of the insulating ability of fur-bearing mammals often are happened by accidents involving tankers, barges, pipelines, refineries, drilling rigs, and storage facilities.",0.9061979055404664
635,1284,Low-calorie foods can help weight loss.,Probiotics can help weight loss.,0.8982546329498291
636,1288,Psychologists usually regard self-esteem as a  characteristic that determines our behaviour. ,Psychologists usually regard self-esteem as a  characteristic that influences our behaviour across many situations. ,0.9435979127883912
637,1290,Ice is dangerous for driving now.,Vancouver streets are dangerous for driving now.,0.9411938190460204
638,1291,Cleanliness may remain in the room because of cleaners,Things from previous guests may remain in the room because of cleaners,0.9169201850891112
639,1295,Its better to Qatar's entrepreneurs to seek global customers,Its better to Qatar's entrepreneurs to seek global customers,0.8818656206130981
640,1298,journalists are expected to be politically neutral,journalists are expected to be politically neutral,0.9500061273574828
641,1300,different environmental conditions contribute to the establishment of better conditions for some kinds of fish,tributaries in the downstream direction from the main river impoundment contribute to the establishment of better conditions for some kinds of fish,0.9207807779312134
642,1301,many household products give off poisonous gas,many household products give off poisonous gas,0.9386002421379088
643,1302,High taxes can increase inequality,The benefits of globalization can increase inequality,0.9122758507728576
644,1303,Drinking water is a great source of water,Drinking water contributes to a healthy lifestyle,0.9184672832489014
645,1304,Wearing sunglasses during the morning commute home helps shift workers to get enough sleep,Wearing sunglasses during the morning commute home help shift workers to have quality sleep,0.9331144690513612
646,1305,moving products from producer to consumer is the first step in moving them to a destination,"Logistics refers to storage, transport, transshipment, warehousing, material-handling, and packaging",0.8793421387672424
647,1307,reading books help non-native speakers to enhance pepole's speaking and writing fluency.,reading books help non-native speakers to enhance pepole's speaking and writing fluency.,0.9243808388710022
648,1308,People living in hot and humid weather tend to drink too much water.,People living in hot and humid weather are more likely to get dehydrated.,0.9114832282066344
649,1310,tea is a great source ofanganese.,tea will help the body activate some of the enzymes in the body.,0.9322531819343568
650,1312,Columbus sailings discovered the Silk Road to India.,Columbus sailings resulted in the discovery of America.,0.9087364673614502
651,1313,The cherry flower is a flower in early springs.,The cherry flower in early springs.,0.9168816208839417
652,1316,Prolonged media use can lead to irregular eating patterns,Prolonged media use can adversely affect growth in children ,0.9365453124046326
653,1318,Positive behavior promotes positive behavior. ,Using technology in education  promotes positive behavior. ,0.918509602546692
654,1319,"Parmesan cheese, Cheddar cheese and Soy sauce contain monosodium glutamate.","The Mayo Clinic says Parmesan cheese, Cheddar cheese and Soy sauce are suspected of causing migraines.",0.9777992963790894
655,1320,Overhanging slopes can lead to erosion,Wave-cut notches happen due to the extra stress on cliff material and a greater probability of the falling the slope material,0.8715655207633972
656,1321,Pre-workout supplements frequently contain artificial sweeteners.,"Pre-workout supplements frequently contain a food additive that provides a sweet taste like that of sugar while containing significantly less food energy than sugar-based sweeteners, making it a zero-calorie or low-calorie sweetener or sugar alcohols.",0.9769349694252014
657,1322,Nearly all dreams occur during REM sleep.,"Nearly all dreams occur during undergoing a number of physiological changes including increased brain activity, heart rate, and breathing rate.",0.949992299079895
658,1323,Mira A” is a star at end of  its life,“Mira A” is a star at end of  its life,0.8913463950157166
659,1324,Bengal tiger is a great source of fresh water.,Bengal tiger has a keen sense of smell.,0.8853488564491272
660,1335,Apartment complexes can contribute to the well-being of people,Apartment complexes can contribute to creating a peaceful environment,0.9260669350624084
661,1337,the exam time pressure on students can lead to extra stress,the exam time pressure on students can lead to extra stress,0.941802978515625
662,1338,Vasco da Gama discovered the sea route.,Vasco da Gama opened the way for the Portuguese to establish a long-lasting colonial empire in Asia.,0.9858712553977966
663,1339,parrots are able to distinguish themselves from other animals.,parrots are able to distinguish themselves from other animals.,0.9674677848815918
664,1340,Hosting a major sporting event like the Olympics can put taxpayers under pressure,hosting a major sporting event like the Olympics can put taxpayers under pressure,0.95493745803833
665,1342,Special molecular structure is called Phenarity.,"Special molecular structure gives water unique properties, such as a relatively high boiling point and high specific heat.",0.8943074941635132
666,1344,"the coastline forms distinctive landforms, such as coves","a concordant coastline is a coastline with rocks of varying resistance, so the coastline forms distinctive landforms, such as coves",0.9283973574638368
667,1345,People are aware of the efforts you've made when working in a team,People are aware of the efforts you've made when working in a team,0.948206067085266
668,1347,Conscientious people love to check thing off a list.,Conscientious people love to check thing off a list.,0.9808418154716492
669,1348,Some schools offer free computer education,Some schools put households who can't afford buying computers under enormous pressure,0.9186692833900452
670,1349,"Lifting weights, or doing sit-ups and push-ups activities help strengthen muscle groups in the body.","Lifting weights, or doing sit-ups and push-ups activities help build and strengthen muscle groups in the body.",0.9116858839988708
671,1351,Insurance can be helpful in covering the cost of preofessional services of exporting,Some targeted policies can be helpful in covering the cost of preofessional services of exporting,0.8840640187263489
672,1353,"Today, fishermen cut off the shark’s fin while the animal is still alive.","Today, an action in which fishers cut off the shark’s fin while the shark is still alive and throw the animal back into the water. The shark is unable to swim or eat. In hours or days, it bleeds to death on the bottom of the ocean which is a big bussines, has increased.",0.8470597267150879
673,1354,Child labour forms an intrinsic part of a society.,Child labour forms an intrinsic part of a society in In manufacturing societies.,0.9179387092590332
674,1355,People who are conscientious focus are leaders by understanding where your focus needs to be.,People who are conscientious focus by understanding where your focus needs to be.,0.9110805988311768
675,1356,Increase the success of your business. ,Digital transformation can increase the success of your business.,0.9196193814277648
676,1358,startups that hire freelancers can afford to hire workers,startups that hire freelancers can respond quickly to their needs,0.8973150849342346
677,1359,I have a 5-hours trip ahead of me,I have a 5-hours trip ahead of me!,0.90733802318573
678,1361,Puffin is In the early morning or in the evening just before sunset.,The best to look for puffin is In the early morning or in the evening just before sunset.,0.9307115077972412
679,1362,Amano developed a reliable source for proper design and implementation of aquarium.,Amano made a reliable source for proper design and implementation of aquarium.,0.8810847401618958
680,1364,Our pillows are covered in germs,Our pillows can infect everything from our skin to our lungs,0.955152153968811
681,1368,many of the antioxidants in pineapple are known to be anti-inflammatory,many of the antioxidants in pineapple may have longer lasting effects,0.9220784902572632
682,1370,Floods force villagers to migrate to big cities.,Drought force villagers to migrate to big cities.,0.9259027242660522
683,1371,Coconut oil is predominantly made up of Lauric acid.,"Coconut oil is predominantly made up of a kind of acid which gives coconut oil a long, straight structure, which is more easily absorbed deep into the hair shaft.",0.9405661225318908
684,1372,Iranian students protested the US embassy.,Iranian students intensified tensions between Iran and the United States.,0.9570924639701844
685,1373,it is easier for retail businesses to save money for investment activities because of direct trade with suppliers,it is easier for retail businesses to save money for investment activities because of direct trade with suppliers,0.905622899532318
686,1375,Wilma had been at the beach when the sun set,Wilma had been at the beach,0.8887501358985901
687,1376,Enhanced natural light during the day provides people with enhanced natural light,People tend to be more productive with enhanced natural light during the day,0.9148893356323242
688,1380,Plankton form oil after million years.,Plankton form oil after million years.,0.9390084147453308
689,1382,Some people can take Vitamin supplements.,Some people can use Vitamin supplements.,0.9094594717025756
690,1383,A good financial planning can particularly prove beneficial when a breadwinner becomes unable to work,A good financial planning can particularly prove beneficial when a breadwinner becomes unable to work,0.970655620098114
691,1384,Until the Industrial Revolution production and consumption were centralized,Until the Industrial Revolution production and consumption gravitated as close to each other as feasible,0.9306718707084656
692,1386,Social inequality is linked to the destabilization of the society,Urbanization is linked to the destabilization of the society,0.9079126715660096
693,1387,Hamburger is a great source of iron.,Hamburger can be eaten instead of red meat.,0.9364803433418274
694,1388,Pogba’s running ability has been hindered.,Paul Pogba’s running ability has been hindered.,0.9051455855369568
695,1391,Relatives of Muslim Americans are generally positive about the larger society., relative newcomers have a generally positive view of the larger society.,0.9036792516708374
696,1393,"When breathing becomes more comfortable, energy levels increase.","When breathing becomes more comfortable, energy levels increase.",0.930326521396637
697,1394,The Catagen period usually lasts two or three weeks.,The Catagen period usually lasts two or three weeks.,0.9292126893997192
698,1395,"The monarch rules by decree, promulgate laws, and impose punishments","In an absolute monarchy, the monarch rules as an autocrat, with the right to rule by decree, promulgate laws, and impose punishments",0.930410385131836
699,1397,Internet malfunction cost online retailers a significant amount of income.,Internet malfunction cost online retailers a significant amount of income.,0.9416049122810364
700,1400,"I try not to watch TV during days, then I have more time to do what I want.","I try not to watch TV during days, then I have more time to do what they want, productivity, freedom and so on.",0.9583839774131776
701,1401,In-house solutions allow for more flexibility,In-house solutions bring about a tailored experience for everyone,0.9381312131881714
702,1402,Experiences of inferiority can lead to violence,Experiences of inferiority may materialise as high crime rates ,0.9329404830932616
703,1404,"Kidney disease is a number of diseases like deposition of the Immunoglobulin A, antibodies in the glomerulus.","Osteoporosis may also occur due to a number of diseases like deposition of the Immunoglobulin A, antibodies in the glomerulus.",0.9606344103813172
704,1405,Archaeological raids targeted Greek empire as their religion and philosophy idol.,Ancient Romans targeted Greek empire as their religion and philosophy idol.,0.8780189752578735
705,1407,Top-tier employees would rather work in franchises,Top-tier employees would rather work in franchises,0.9679586291313172
706,1411,Having an online bank account is necessary to making a profitable investment,Having an online bank account is necessary to making a profitable investment,0.913174331188202
707,1414,Tourism industry contributes to the growth of tourism.,Tourism industry plays a significant role in economical development of every country.,0.9072213768959044
708,1415,the risk of experiencing depression is high in old people,the risk of experiencing depression is high in old people,0.9146008491516112
709,1416,"loss of natural wetlands, the spread of water-borne diseases, and land degradation through salinization and waterlogging can lead to climate change","Agricultural water usage can also give rise to the destruction of natural wetlands, the spread of water-borne diseases, and land degradation through salinization and waterlogging",0.9621185064315796
710,1419,Someone spilled a toxic chemical on the spot in my front yard,Someone spilled a toxic chemical on the spot in my front yard,0.903780996799469
711,1420,Pets are not usually welcomed on planes and trains,Pets are not usually welcomed on planes and trains,0.9697979688644408
712,1422,Developing communication skills increases your marketability.,"Becomeing a better communicator and listener, increases your marketability.",0.9331191182136536
713,1424,Tar or Lut was the earliest version of the modern day guitar invented by Iranians.,The earliest version of the modern day guitar invented by Iranians.,0.922013819217682
714,1429,The soil is subject to erosion during the next years.,"Without the protection of the trees, the land is subject to erosion during the next years.",0.9689208269119264
715,1430,liver can prevent bone deformitiesn and bone pains.,liver can prevent bone deformitiesn and bone pains.,0.868906557559967
716,1431,stress can lead to toxic levels of stress. ,Experiencing racism event can lead to toxic levels of stress.,0.9420638680458068
717,1432,Enhanced hair mass might be essential to beauty and being handsome.,applying onion juice to the scalp might be essential to beauty and being handsome.,0.9556963443756104
718,1436,Brown sugar is a type of sugar.,Brown sugar has darker color and supplies a small amount of vitamins and minerals.,0.910892128944397
719,1438,Selenium is a powerful antioxidant that is known to be a great source of Selenium.,"Selenium is a powerful antioxidant that helps defend the body from chronic diseases, such as heart disease and cancer.",0.8420911431312561
720,1439,Living in an apartment can allow for flexibility,Living in an apartment can bring about peace of mind,0.9442719221115112
721,1442,we are responsible for the destruction of oceans,we are responsible for the death of many sea creatures,0.9471811652183532
722,1445,Creativity allows for problem-solving,Social media is a unique platform for problem-solving,0.9323563575744628
723,1446,Duckweed is a great source of water.,Duckweed can free up the land for farming food crops.,0.9465221166610718
724,1447,"Using models of transport forecasting,the transfer process allows for efficient transport","Using models of transport forecasting,allows for high utilization and less impact regarding new infrastructure",0.9155056476593018
725,1448,The secret to execute top organizational goals is to hire qualified people,The secret to execute top organizational goals is to hire qualified people,0.9376698136329652
726,1450,Low-income countries results in highest rate of start-ups.,Not having many employment options results in highest rate of start-ups.,0.9680145382881165
727,1452,A regulary occurring climate pattern changes.,A regulary occurring climate pattern makes the waters of the central and eastern Pacific warmer than normal.,0.9019150733947754
728,1453,stopping smoking can contribute to wrinkles,stopping smoking can contribute to skin looks better,0.9456638693809508
729,1454,Companies with better customer service tend to offer more efficient services,Customers value their time and respond well to companies with better customer service,0.9490240216255188
730,1456,people who are less likely to experience tension while shopping tend to purchase new products,one big reason consumers still visit physical stores is that they are less likely to experience tension while shopping,0.90130215883255
731,1457,long-term high blood sugar levels can damage nerves.,long-term high blood sugar levels can contribute to numbness.,0.9777387976646424
732,1458,Edward Bloom fell in love with the girl he just met.,Edward Bloom fell in love with the girl he just met.,0.9335299134254456
733,1459,active family environment can control the behavior of adolescents. ,active family environment can control having a good relatinship with classmates in adolesents. ,0.9736197590827942
734,1461,Tourism can disrupt traditional value systems of a host community. ,Tourism can change traditional value systems of a host community. ,0.945219337940216
735,1462,"People cause them to stray from their natural habits and ignore their instincts, and instead rely on the easy answers we’ve provided.","Feeding wild birds have some negative impact on birds like when people cause them to stray from their natural habits and ignore their instincts, and instead rely on the easy answers we’ve provided.",0.9486810564994812
736,1463,Hawkeye has super combat skills.,Hawkeye has super combat skills.,0.9206397533416748
737,1469,you're in a comfortable work space,you work better and more efficiently when you're in a comfortable work space,0.9212223887443542
738,1471,Eating disorders are becoming more prevalent in Western countries.,Eating disorders are becoming more prevalent in non-Western countries.,0.9111199378967284
739,1473,"by change in agriculture, Metal plows increased the production of crops","by change in agriculture, Metal plows allowed surplus crops",0.9596814513206482
740,1475,Glass may look solid but it is a liquid as well.,Glass may look solid but it is a liquid as well.,0.925210416316986
741,1476,"There is a higher risk of skeletal damage at the wrist, spine, hip, knee, foot, and ankle associated with aging.","There is a higher risk of skeletal damage at the wrist, spine, hip, knee, foot, and ankle associated with aging.",0.9623859524726868
742,1477,Improvement of computer science enabled the development of graphical operating systems.,Improvement of computer science played a main role in the dawn of smartphones.,0.9385183453559875
743,1479,The elimination of Escobar's partners in Columbia reduced the crime rate by 70% percent in Columbia.,The elimination of Escobar dropped the crime rate by 70% percent in Columbia.,0.9337348341941832
744,1480,Azari Jahromi is a member of the Islamic Golden Age.,Azari Jahromi provides innovative and modern approach to forthcoming issues.,0.9028874635696412
745,1482,facebook is a dangerous corporation,facebook is a dangerous corporation,0.9093864560127258
746,1483,Waterfalls can occur where a stream or river flows into a glacier,Waterfalls can occur where a stream or river flows into a glacier,0.9300900101661682
747,1484,Virus Infected millions of habitats in Raccoon City.,Umbrella Corps. Infected millions of habitats in Raccoon City.,0.9608729481697084
748,1485,you're less likely to go bankrupt when you start working on a franchise,"you're less likely to go bankrupt ,when you start working on a franchise",0.8778026700019836
749,1487,People who later received an autism diagnosis tend to start looking very quickly at the object of interest until both are engaging,"What the researchers found was that, on average, babies who later received an autism diagnosis were less likely to start looking very quickly at the object of interest until both are engaging",0.8970301747322083
750,1488,Bill is a barber,Bill is a barber,0.8980664610862732
751,1490,Protecting nature save animals of extinction.,Efforts by the Republic of Congo save animals of extinction.,0.922547459602356
752,1494,Less resources are already scarce,Tourism can be very dangerous in places where resources are already scarce,0.9030062556266784
753,1495,France’s government urged people to protest on the streets.,France’s government urged people to protest on the streets.,0.9269360899925232
754,1498,Child-oriented advertisements promote fantasy.,Child-oriented advertisements attracts the interest of younger audience.,0.9450064897537231
755,1500, peripheral neuropathy is a sign of impaired immune system.,Overusing the fish can cause peripheral neuropathy.,0.8892340064048767
756,1501,Reading spiritual texts brings about an immense sense of calm ,Reading spiritual texts brings about an immense sense of calm ,0.9171117544174194
757,1506,scientific results and findings are usually evaluated by the public,scientific results and findings are usually evaluated,0.9572691917419434
758,1509,R rubber eraser favored students to remove their errors.,English engineer Edward Nairne favored students to remove their errors.,0.932797372341156
759,1510,Local farmers produced a large amount of agricultural produce.,Local farmers facilitated rural industry.,0.92992502450943
760,1511,Cropping systems vary among farms depending on the size of the crop,"Cropping systems vary among farms depending on geography and climate of the farm; government policy; economic, social and political pressures; and the philosophy and culture of the farmer",0.9523738622665404
761,1515,Uninterrupted parental attachment is unhealthy parental attachment,The outcome of doing things for your child that she’s capable of doing herself  is  unhealthy parental attachment,0.9067533612251282
762,1518,Hormone changes our brains function,Not drinking enough water changes our brains function,0.9081751704216005
763,1520,Depressants can influence your mood and Behavioral.,Major depression can influence your mood and Behavioral.,0.9570570588111876
764,1522,Innovation companies are associated with the production of finished goods that is highly desirable to consumers,Innovation companies are associated with the production of finished goods that is highly desirable to consumers,0.9304138422012328
765,1524,Jeff Bezos founded Amazon.,Jeff Bezos founded the largest Internet company by revenue in the world.,0.9520530104637146
766,1525,Hormone regulation is necessary for health.,Good sleep is necessary for health.,0.945859968662262
767,2420,Hormone regulation is necessary for health.,Good sleep is necessary for health.,0.945859968662262
768,1527,Dutch Van der Linde was a Pinkerton agent.,Dutch Van der Linde is an outlaw.,0.9359248876571656
769,1529,Most of us get frustrated with politicians when they're not coherent,Most of us get frustrated with politicians,0.8628403544425964
770,1531,The Atmospheric Infrared Sounder record of temperature change since 2003.,The Atmospheric Infrared Sounder record of temperature change since 2003.,0.9522132873535156
771,1532,moking can impair your vision.,moking increases the risk of developing blindness among adults fifty and older.,0.8918524980545044
772,1536,hiking  may cause dehydration,hiking  may cause dehydration,0.8971901535987854
773,1540,A port is also where the cruise ship's supplies are loaded for the cruise,A cruise home port is also where the cruise ship's supplies are loaded for the cruise,0.9161797761917114
774,1541,Robots are capable of underground jobs., robots will perform underground jobs.,0.9000404477119446
775,1542,about 50 million americans inhale while they smoke,about 50 million americans inhale while they smoke,0.908550500869751
776,1543,Magma often does not attain the surface but cool and solidify at depth,magma often does not attain the surface but cool and solidify at depth,0.944321632385254
777,1544,Jimmy Carter failed to execute Eagle Claw.,Jimmy Carter made USA embarrassed in the world.,0.9186278581619264
778,1546,Asthma affects about 60 percent of people who have asthma in the United States.,A condition when Asthma and allergies happen together affects about 60 percent of people who have asthma in the United States.,0.9866774082183838
779,1547,Industrialization increases the population of animals,Industrialization increases Raccoon’s population,0.93525630235672
780,1549,there is a definite link between smoking and death.,there is a definite link between  respirationl troubles and death.,0.8832770586013794
781,1551,people who are fired become jobless and poor,globalization make people who are fired become jobless and poor,0.930215060710907
782,1552, tropical fruits with a pleasant fragrance and a sweet flavour can be deadly.,"In specific circumstances, unripe tropical fruits with a pleasant fragrance and a sweet flavour can cause hypoglycemia (low blood sugar) and a dangerous brain dysfunction that may be deadly.",0.9318286776542664
783,1553,People who suffer from depression should take warm bath in afternoon.,People who suffer from depression should take warm bath in afternoon.,0.900934100151062
784,1558,misuse of antibiotics in humans and animals can lead to infections. ,"misuse of antibiotics in humans and animals contribute to longer hospital stays, higher medical costs and more mortality.",0.967693567276001
785,1559,Talking with your child can help them deal with bad behaviours,Talking with your child about their problems could help them deal with bad behaviours,0.8919069766998291
786,1562,"thanks to the Internet, people can shop online any time of the day or night.","thanks to the Internet, people can shop online any time of the day or night .",0.9064606428146362
787,1564,Steam vessels speed up of the global transport,The 19th century also saw the speeding up of the global transport,0.924752950668335
788,1566,Most college students look for apartment units that are affordable,Most college students look for apartment units,0.9055351614952089
789,1569,Living in tehran can lead to polluted cities,Living in tehran can reduce your lifespan,0.912751078605652
790,1570,Better decisions can change your life,Morning exercise can change your life,0.9523186683654784
791,1572,"Decorative stones such as quartzite, small river stones or crushed glass are popular among landscape designers","Decorative stones such as quartzite, small river stones or crushed glass are popular among landscape designers",0.9355857968330384
792,1573,"in male-dominated industries, women are often valued","in male-dominated industries, women will feel less motivated to do their job",0.9647069573402404
793,1575,This is the first time scientists have created a specific visual perception with lab trickery.,"This is the first time scientists have created a specific visual perception with lab trickery which a technique that uses laser light to activate nerve cells in the brain called neurons, is used.",0.9694650769233704
794,1576,Improved social and health services allow for more efficient reproduction.,Improved social and health services exceeds the possibility of reproduction.,0.942651093006134
795,1580,The Enclosure movement and the British Agricultural Revolutionorganized the agriculture industry,The Enclosure movement and the British Agricultural Revolution forced the farmers who could no longer be self-sufficient in agriculture into the cottage industry,0.9300087094306946
796,1581,Acupuncture involves placing small sharp needles in different parts of the body.,Experts say Chinese people living almost five-thousand years ago treated tooth pain by placing small sharp needles in different parts of the body.,0.9929292798042296
797,1582,High levels of fiber can help with digestion,Eating quality dark chocolate can help with digestion,0.935308575630188
798,1585,Hideo Kojima wrote Metal Gear Solid.,Hideo Kojima earned Konami a prominent reputation.,0.9748733043670654
799,1587,Milk contains Niacin.,milk surely helps the body in releasing energy from food.,0.9286796450614928
800,1589, mold is a type of fungus that can grow on the walls and floors of homes.,"A study by the Environmental Protection Agency estimates that twenty-one percent of asthma in the United States is linked to a type of fungus that can grow on the walls and floors of homes, that is commonly found in wet or damp areas like bathrooms, kitchens and basements.",0.951872169971466
801,1591,loss of hearing loss that contains tiny hair cells can cause hearing loss.,Damge to inner part of the ear that contains tiny hair cells can cause hearing loss.,0.8718957304954529
802,1594,"The majority of jobs regarding adding structure to real property or construction of buildings,are construction","The majority of jobs regarding adding structure to real property or construction of buildings,are small renovations, such as addition of a room, or renovation of a bathroom",0.9081990718841552
803,1597,russia is one of the main sources of international trade,russia can use economics of scale to develop an endogenous domestic growth,0.8406950235366821
804,1599,Today pre-apprenticeship training may be gained through vocational training,Today pre-apprenticeship training may be gained through high school shop classes and community colleges,0.9735282063484192
805,1600,"Various highly-developed gadgets, connected to the Internet, allow for instant communication.","Various highly-developed gadgets, connected to the Internet, make people more friendly together.",0.9522866010665894
806,1601,"the academic discipline of managing and understanding fisheries, provides an integrated picture of fisheries","the academic discipline of managing and understanding fisheries,is a multidisciplinary science, which draws on the disciplines of oceanography, marine biology, marine conservation, ecology, population dynamics, economics and management in an attempt to provide an integrated picture of fisheries",0.8842539191246033
807,1602,When you want to teach others you share your experiences with them.,When you want to teach others you keep the information longer.,0.9655972719192504
808,1604,Short-term changes quicken the organizational function,Visionary leaders quicken the organizational function,0.9178138375282288
809,1605,Side effects of onion are nausea., Side effects of eating too much onion might contribute to nausea.,0.9013109803199768
810,1606,"in online shopping, You can't determine texture, fabric or durability ","in online shopping, You can't determine texture, fabric or durability ",0.9232758283615112
811,1607,Rabbit can do just fine regardless of human influence.,Rose-breasted Grosbeak can do just fine regardless of human influence.,0.9472357034683228
812,1608,Developing skilled workers has the fundamental to be successful,companies that hire freelancers has the fundamental to be successful,0.885565996170044
813,1614,construction employers must train workers in proper communication,construction employers must Train workers about job hazards in a language that they can understand,0.9330609440803528
814,1615,sahar's friend is angry at her,sahar's friend is angry at her,0.8685929179191589
815,1616,Multiple thoughts of death can lead to suicide,"Multiple thoughts of death, is usually observed in homeless people",0.9258992671966552
816,1618,Higher IQ's tend to have higher IQ's,People who solve puzzles tend to have higher IQ's,0.9161831140518188
817,1620,rising sea levels increase the probability of happening flood.,Global warming increase the probability of happening flood.,0.9333951473236084
818,1623,The part of the heart that was receiving the blood no longer gets the oxygen and nutrients it needs and dies.,"If you continue to eat too much salt then, over time, the part of the heart that was receiving the blood no longer gets the oxygen and nutrients it needs and dies.",0.957386314868927
819,1625,"Due to high technologies, the chances of accidents are minimized","Due to high technologies, the chances of clashing with other trains are minimized",0.9230861067771912
820,1626,"in a system where the public elects the president through free and fair elections,","in a system where the public elects the president through free and fair elections,The president serves as both the head of state and head of government controlling most of the executive powers",0.9550629258155824
821,1629,"rising sea levels often happens by the reason of either a global sea level change, or a local uplift","an emergent coastline is a coastline which often happens by the reason of either a global sea level change, or a local uplift",0.9743533134460448
822,1632,Natural light is known to be a great source of light,Natural light is known to fight the feelings of fogginess,0.8984355330467224
823,1636,"If you seek to change the world, you’ll be required to develop a strong bond of loyalty","If you seek to change the world, you’ll be required to develope a healthy relationship with your parents",0.9450843930244446
824,1639,"after world war 1, lots of people were killed.","after world war 1, lots of people lose weight.",0.9487891793251038
825,1641,Ackee fruits are the national fruit of Jamaica and have a slightly savoury taste.,"The national fruit of Jamaica and have a slightly savoury taste, that are not ripe can cause severe vomiting and other unpleasant symptoms.",0.9911227226257324
826,1648,using non-biodegradable products more reduces the amount of carbon dioxide in land.,using non-biodegradable products more will have an impact on land pollution.,0.93572199344635
827,1649,"Infrastructure includes large public works, dams, bridges, highways, railways, water or wastewater and utility distribution","Infrastructure includes large public works, dams, bridges, highways, railways, water or wastewater and utility distribution",0.9616735577583312
828,1651,Overusing antibiotics leads to a great number of infections – such as pneumonia,misuse of antibiotics in humans and animals leads to a great number of infections – such as pneumonia,0.9555448293685912
829,1656,Uranus smells like hydrogen sulfide.,Uranus smells like your flatulence.,0.9156917333602904
830,1657,"Floods are a menace, for others it's a Godsend.","For some a small floating plant that grows on still ponds is a menace, for others it's a Godsend.",0.9551917910575868
831,1658,3D printers are capable of printing artificial body parts.,3D printers make life easier for disabled individuals.,0.9483991861343384
832,1659,Special dentist that are trained to repair the gum areas that have been damaged.,Gum disease can be treated by a special dentist that are trained to repair the gum areas that have been damaged.,0.952363669872284
833,1661,Changes in the intensity of sunlight that reaches the Earth's surface can cause changes in the seasons,"In temperate and polar regions,divisions of the year are marked by changes in the intensity of sunlight that reaches the Earth's surface",0.9344760179519652
834,1662,Many of us turn to music as a source of much-needed comfort.,"When we loss somebody, many of us turn to music as a source of much-needed comfort.",0.9634900093078612
835,1663,Using advanced analytical tools is useful to discover patterns and make sound financial decisions.,Microsoft Excel is useful to discover patterns and make sound financial decisions.,0.9915298819541932
836,1664,Mediterranean diet is rich in olive oil.,Mediterranean diet has beneficial effects on blood sugar and insulin sensivity.,0.9346861243247986
837,1668,Bruce Banner is the creature called “the Hulk”.,Too much action and loud voice turn Bruce Banner into the creature called “the Hulk”.,0.9565231800079346
838,1673,High blood sugar is a risk factor for dementia.,Drinking sugary soda oftenly is a risk factor for dementia.,0.9286816120147704
839,1677,DHA is a major structural component of your eyes.,"A major structural component of your eyes, may help prevent macular degeneration, which can cause vision impairment and blindness. ",1.0
840,1678,Solar panels are non-electric,Solar panels can not function during cloudy and rainy days,0.9148367643356324
841,1680,Antioxidants can help to relieve constipation.,Probiotics can help to relieve constipation.,0.8692649006843567
842,1681,the company is one of the largest online retailers,the company looses many profit opportunities,0.9084263443946838
843,1682,"driving costs such as gas, parking, or bus tickets","visiting a conventional retail store costs such as gas, parking, or bus tickets",0.9409114718437196
844,1684,Russian athletes were banned for doping.,Russian athletes detracted from clean sport.,0.9284017086029052
845,1686,African-americans have a higher blood pressure,African-americans have an increased risk of heart diseases,0.9717403650283812
846,1688,So different cell phones make emoji look differently.,So different cell phones make emoji look differently.,0.9086443185806274
847,1689,"The invention of the paper machine, enabled the printing of books","The invention of the paper machine,contributed to rising literacy and demands for mass political participation",0.9346128106117249
848,1691,Emergent coastlines are identifiable by raised beaches,Emergent coastlines are identifiable by raised beaches are above the high tide mark,0.9580695629119872
849,1693,Some hair loss can result from aging and hormones.,Some hair loss can result from changing hair growth cycle.,0.9711598753929138
850,1694,Social media allows children to share their experiences with strangers,Social media helps children overcome shyness,0.9296834468841552
851,1695,the new underground railway will cover almost all parts of the city,the new underground railway will cover almost all parts of the city,0.956979274749756
852,1699,eating whole foods reduces your healthcare costs,eating whole foods lower your healthcare costs,0.9148296117782592
853,1700,Higher exchange rates will raise the cost of living.,High inflation will raise the cost of living.,0.9497498869895936
854,1703,Low levels of protein are a common concern about vegetarian and vegan diets.,"A common concern about vegetarian and vegan diets is that they might not promote muscle strength, satiety and weight loss.",0.9401955604553224
855,1704,"Startups excitement about launching their product, might come out as costly","Startups excitement about launching their product, might come out as costly",0.8861903548240662
856,1705,"Anytime there is a disaster rooted in a natural phenomenon, communities are severely affected","Anytime there is a disaster rooted in a natural phenomenon, communities are severely affected",0.8847583532333374
857,1706,The second World War problems led to the establishment of artificial intelligence.,The second World War problems led to new solutions and further knowledge.,0.9110047817230223
858,1709,Citation avoidance is a way to Eye Noose.,cutting onions under running water or submerged in a basin of water is a way to Eye No conclusionitation avoidance,0.8716945052146912
859,1713,you need need high levels of inventory,"When an existing product market is saturated,you need need high levels of inventory",0.9229252934455872
