,index,Premise 2,Conclusion,Premise 2_f1
708,1415,the risk of experiencing depression is high in old people,the risk of experiencing depression is high in old people,0.8749186396598816
709,1416,Agricultural water usage can also give rise to climate change,"Agricultural water usage can also give rise to the destruction of natural wetlands, the spread of water-borne diseases, and land degradation through salinization and waterlogging",0.9709126353263856
710,1419,The grass is not growing,Someone spilled a toxic chemical on the spot in my front yard,0.91168212890625
711,1420,Airplanes are not usually welcomed on planes and trains,Pets are not usually welcomed on planes and trains,0.877522349357605
712,1422,"Becomeing a better communicator and listener, improves your communication skills.","Becomeing a better communicator and listener, increases your marketability.",0.923054575920105
713,1424,Tar or Lut is the earliest version of the modern day guitar.,The earliest version of the modern day guitar invented by Iranians.,0.9575836658477784
714,1429,"Without the protection of the trees, the soil becomes wet.","Without the protection of the trees, the land is subject to erosion during the next years.",0.9711641073226928
715,1430,liver can prevent bone deformitiesn and bone pains.,liver can prevent bone deformitiesn and bone pains.,0.9156618118286132
716,1431,Experiencing racism event can lead to anxiety.,Experiencing racism event can lead to toxic levels of stress.,0.9430956244468688
717,1432,applying onion juice to the scalp might improve hair mass.,applying onion juice to the scalp might be essential to beauty and being handsome.,0.9930539131164552
718,1436,M molasses has darker color and supplies a small amount of vitamins and minerals.,Brown sugar has darker color and supplies a small amount of vitamins and minerals.,0.9359865188598632
719,1438,"Selenium helps defend the body from chronic diseases, such as heart disease and cancer.","Selenium is a powerful antioxidant that helps defend the body from chronic diseases, such as heart disease and cancer.",0.8738982081413269
720,1439,Staying home can bring about peace of mind,Living in an apartment can bring about peace of mind,0.9241620302200316
721,1442,the destruction of oceans results in the death of many sea creatures,we are responsible for the death of many sea creatures,0.9583161473274232
722,1445,Social media is a unique platform for innovation,Social media is a unique platform for problem-solving,0.96915864944458
723,1446,Water can free up the land for farming food crops.,Duckweed can free up the land for farming food crops.,0.9606947302818298
724,1447,the transfer processallows for high utilization and less impact regarding new infrastructure,"Using models of transport forecasting,allows for high utilization and less impact regarding new infrastructure",0.9482676386833192
725,1448,The secret to execute top organizational goals is to hire highly skilled people,The secret to execute top organizational goals is to hire qualified people,0.928126096725464
726,1450,Not having many employment options results in low-income countries.,Not having many employment options results in highest rate of start-ups.,0.9576590657234192
727,1452,ElNin?o makes the waters of the central and eastern Pacific warmer than normal.,A regulary occurring climate pattern makes the waters of the central and eastern Pacific warmer than normal.,1.000000238418579
728,1453,skin looks better when you have less wrinkles,stopping smoking can contribute to skin looks better,0.9387507438659668
729,1454,Customers value their time and respond well to companies that serve them,Customers value their time and respond well to companies with better customer service,0.9691828489303588
730,1456,one big reason consumers still visit physical stores is that they try new products,one big reason consumers still visit physical stores is that they are less likely to experience tension while shopping,0.9669770002365112
731,1457,Damage to nerves can contribute to numbness.,long-term high blood sugar levels can contribute to numbness.,0.9525442123413086
732,1458,Edward Bloom fell in love with the girl he just met.,Edward Bloom fell in love with the girl he just met.,0.8792662024497986
733,1459,Having a good relatinship with classmates in adolesents can control the behavior of adolescents. ,active family environment can control having a good relatinship with classmates in adolesents. ,0.8898643851280212
734,1461,Traditional value systems can change traditional value systems. ,Tourism can change traditional value systems of a host community. ,0.9005954265594482
735,1462,Feeding wild birds have some negative impact on birds like when they are shy and shy.,"Feeding wild birds have some negative impact on birds like when people cause them to stray from their natural habits and ignore their instincts, and instead rely on the easy answers we’ve provided.",0.9398401975631714
736,1463,Avengers have super combat skills.,Hawkeye has super combat skills.,0.9309385418891908
737,1469,you work better and more efficiently when you relax,you work better and more efficiently when you're in a comfortable work space,0.9667429327964784
738,1471,Eating disorders are becoming more prevalent in non-Western countries.,Eating disorders are becoming more prevalent in non-Western countries.,0.948323369026184
739,1473,Growing areas of land allowed surplus crops.,"by change in agriculture, Metal plows allowed surplus crops",0.9033406972885132
740,1475,Liquid is a liquid as well.,Glass may look solid but it is a liquid as well.,0.881534993648529
741,1476,There is a higher risk of fracture of bones associated with aging.,"There is a higher risk of skeletal damage at the wrist, spine, hip, knee, foot, and ankle associated with aging.",0.9488689303398132
742,1477,The invention of smartphones played a main role in the dawn of smartphones.,Improvement of computer science played a main role in the dawn of smartphones.,0.9701781868934632
743,1479,The elimination of Escobar's partners in Columbia dropped the crime rate by 70% percent in Columbia.,The elimination of Escobar dropped the crime rate by 70% percent in Columbia.,0.9598663449287416
744,1480,Young professionals provide innovative and modern approach to forthcoming issues.,Azari Jahromi provides innovative and modern approach to forthcoming issues.,0.9285076260566713
745,1482,facebook is a social network,facebook is a dangerous corporation,0.8831973075866699
746,1483,A stream or river flows into a glacier,Waterfalls can occur where a stream or river flows into a glacier,0.9209849238395692
747,1484,Umbrella Corps. developed a virus for military purposes.,Umbrella Corps. Infected millions of habitats in Raccoon City.,0.9826164245605468
748,1485,you're less likely to go bankrupt when you start working on a franchise,"you're less likely to go bankrupt ,when you start working on a franchise",0.92607843875885
749,1487,"The researchers found that, on average, babies who later received an autism diagnosis were less likely to start looking very quickly at the object of interest","What the researchers found was that, on average, babies who later received an autism diagnosis were less likely to start looking very quickly at the object of interest until both are engaging",0.9439164400100708
750,1488,Cutting tools are used to cut hair,Bill is a barber,0.9027127027511596
751,1490,Efforts by the Republic of Congo protect nature.,Efforts by the Republic of Congo save animals of extinction.,0.9636884927749634
752,1494,Tourism can be very dangerous in places where people over-consumption,Tourism can be very dangerous in places where resources are already scarce,0.931264102458954
753,1495,Demonstrators protested on the streets.,France’s government urged people to protest on the streets.,0.9135424494743348
754,1498,Fantasy attracts the interest of younger audience.,Child-oriented advertisements attracts the interest of younger audience.,0.9811196327209472
755,1500,Overusing the fish can cause peripheral neuropathy.,Overusing the fish can cause peripheral neuropathy.,0.8787558078765869
756,1501,relaxing brings about an immense sense of calm ,Reading spiritual texts brings about an immense sense of calm ,0.9583495259284972
757,1506,publications are usually evaluated,scientific results and findings are usually evaluated,0.8980838060379028
758,1509,English engineer Edward Nairne invented rubber eraser.,English engineer Edward Nairne favored students to remove their errors.,0.9570778012275696
759,1510,increased agricultural production facilitated rural industry.,Local farmers facilitated rural industry.,0.981385350227356
760,1511,"Agriculture depends on geography and climate of the farm; government policy; economic, social and political pressures; and the philosophy and culture of the farmer","Cropping systems vary among farms depending on geography and climate of the farm; government policy; economic, social and political pressures; and the philosophy and culture of the farmer",0.9541400671005248
761,1515,The outcome of doing things for your child that she’s capable of doing herself is her independence,The outcome of doing things for your child that she’s capable of doing herself  is  unhealthy parental attachment,0.9655733108520508
762,1518,Not drinking enough water changes our hormonal balance,Not drinking enough water changes our brains function,0.9933749437332152
763,1520,Major depression can lead to anxiety and depression.,Major depression can influence your mood and Behavioral.,0.9491737484931946
764,1522,Innovation companies are associated with the production of finished goods that is highly desirable to consumers,Innovation companies are associated with the production of finished goods that is highly desirable to consumers,0.9077895283699036
765,1524,Amazon is the largest Internet company by revenue in the world.,Jeff Bezos founded the largest Internet company by revenue in the world.,0.983570635318756
766,1525,Good sleep is necessary for regulating hormones.,Good sleep is necessary for health.,0.9434060454368592
767,2420,Good sleep is necessary for regulating hormones.,Good sleep is necessary for health.,0.9434060454368592
768,1527,Pinkerton agents are an outlaw.,Dutch Van der Linde is an outlaw.,0.9050353765487672
769,1529,Most of us get frustrated with politicians when they don't speak coherently,Most of us get frustrated with politicians,0.9240518808364868
770,1531,The Atmospheric Infrared Sounder has recorded temperature change since 2003.,The Atmospheric Infrared Sounder record of temperature change since 2003.,0.9210580587387084
771,1532,moking increases the risk of developing blindness among adults fifty and older.,moking increases the risk of developing blindness among adults fifty and older.,0.9230175614356996
772,1536,Dry mouth and headache may cause dehydration,hiking  may cause dehydration,0.8959628343582153
773,1540,A cruise home port is also called a port,A cruise home port is also where the cruise ship's supplies are loaded for the cruise,0.8836148381233215
774,1541,Robots will perform underground jobs., robots will perform underground jobs.,0.9379845261573792
775,1542,people inhale while they smoke,about 50 million americans inhale while they smoke,0.9034631848335266
776,1543,magma is rich in monounsaturated fats,magma often does not attain the surface but cool and solidify at depth,0.9110539555549622
777,1544,Failure to execute Eagle Claw made USA embarrassed in the world.,Jimmy Carter made USA embarrassed in the world.,0.9746950268745422
778,1546,A condition when Asthma and allergies happen together.,A condition when Asthma and allergies happen together affects about 60 percent of people who have asthma in the United States.,0.9689159393310548
779,1547,Population growth increases Raccoon’s population,Industrialization increases Raccoon’s population,0.9223856329917908
780,1549,there is a definite link between  respirationl troubles and smoking.,there is a definite link between  respirationl troubles and death.,0.9499318599700928
781,1551,globalization make people who are fired tend to have lower self-esteem,globalization make people who are fired become jobless and poor,0.873153805732727
782,1552,"In specific circumstances, unripe tropical fruits cause hypoglycemia (low blood sugar) and a dangerous brain dysfunction that may be deadly.","In specific circumstances, unripe tropical fruits with a pleasant fragrance and a sweet flavour can cause hypoglycemia (low blood sugar) and a dangerous brain dysfunction that may be deadly.",0.982739269733429
783,1553,People who suffer from depression disrupt their circadian rhythm.,People who suffer from depression should take warm bath in afternoon.,0.9501777291297911
784,1558,"Antibiotics contribute to longer hospital stays, higher medical costs and more mortality.","misuse of antibiotics in humans and animals contribute to longer hospital stays, higher medical costs and more mortality.",0.981069803237915
785,1559,Talking with your child about their problems could help them manage their anxiety,Talking with your child about their problems could help them deal with bad behaviours,0.9567613005638124
786,1562,people can shop online any time of the day or night.,"thanks to the Internet, people can shop online any time of the day or night .",0.9521238207817078
787,1564,The 19th century also saw the development of steam vessels,The 19th century also saw the speeding up of the global transport,0.990254521369934
788,1566,Most college students look for apartment units that are not that large and lavish,Most college students look for apartment units,0.9708693027496338
789,1569,Living in polluted cities can reduce your lifespan,Living in tehran can reduce your lifespan,0.9656859636306764
790,1570,Morning exercise can help you make better decisions,Morning exercise can change your life,0.9185566306114196
791,1572,Remnants of rust are popular among landscape designers,"Decorative stones such as quartzite, small river stones or crushed glass are popular among landscape designers",0.9007933139801024
792,1573,Women will feel less motivated to do their job,"in male-dominated industries, women will feel less motivated to do their job",0.9460590481758118
793,1575,Laser light is a technique that uses laser light to activate nerve cells in the brain called neurons.,"This is the first time scientists have created a specific visual perception with lab trickery which a technique that uses laser light to activate nerve cells in the brain called neurons, is used.",0.975026309490204
794,1576,Successful reproduction exceeds the possibility of reproduction.,Improved social and health services exceeds the possibility of reproduction.,0.9345597624778748
795,1580,organized and less manual nutrition manufacture forced the farmers who could no longer be self-sufficient in agriculture into the cottage industry,The Enclosure movement and the British Agricultural Revolution forced the farmers who could no longer be self-sufficient in agriculture into the cottage industry,0.96183842420578
796,1581,Experts say Chinese people living almost five-thousand years ago treated tooth pain by acupuncture.,Experts say Chinese people living almost five-thousand years ago treated tooth pain by placing small sharp needles in different parts of the body.,0.9999998807907104
797,1582,Eating quality dark chocolate contains high levels of fiber,Eating quality dark chocolate can help with digestion,0.9434987306594848
798,1585,Completing Metal Gear Solid earned Konami a prominent reputation.,Hideo Kojima earned Konami a prominent reputation.,0.9605903029441832
799,1587,Niacin surely helps the body in releasing energy from food.,milk surely helps the body in releasing energy from food.,0.9919643998146056
800,1589,A study by the Environmental Protection Agency estimates that twenty-one percent of asthma in the United States is linked to mold.,"A study by the Environmental Protection Agency estimates that twenty-one percent of asthma in the United States is linked to a type of fungus that can grow on the walls and floors of homes, that is commonly found in wet or damp areas like bathrooms, kitchens and basements.",0.991375744342804
801,1591,Damge to inner part of the ear can cause hearing loss.,Damge to inner part of the ear that contains tiny hair cells can cause hearing loss.,0.8903916478157043
802,1594,"small renovations, such as addition of a room, or renovation of a bathroom","The majority of jobs regarding adding structure to real property or construction of buildings,are small renovations, such as addition of a room, or renovation of a bathroom",0.9326337575912476
803,1597,Countries can use economics of scale to develop an endogenous domestic growth,russia can use economics of scale to develop an endogenous domestic growth,0.9321251511573792
804,1599, vocational initiatives include high school shop classes and community colleges,Today pre-apprenticeship training may be gained through high school shop classes and community colleges,0.9437582492828368
805,1600,Communication makes people more friendly together.,"Various highly-developed gadgets, connected to the Internet, make people more friendly together.",0.9352776408195496
806,1601,"Fisheries scienceis a multidisciplinary science, which draws on the disciplines of oceanography, marine biology, marine conservation, ecology, population dynamics, economics and management","the academic discipline of managing and understanding fisheries,is a multidisciplinary science, which draws on the disciplines of oceanography, marine biology, marine conservation, ecology, population dynamics, economics and management in an attempt to provide an integrated picture of fisheries",0.8994644284248352
807,1602,You keep the information longer.,When you want to teach others you keep the information longer.,0.8897518515586853
808,1604,Visionary leaders work hard to accomplish specific goals,Visionary leaders quicken the organizational function,0.9536819458007812
809,1605,Side effects of eating too much onion might include nausea., Side effects of eating too much onion might contribute to nausea.,0.976838231086731
810,1606,"in online shopping, You can't determine the quality of goods on a shelf by looking at a picture of products on the shelf.","in online shopping, You can't determine texture, fabric or durability ",0.928328573703766
811,1607,Rose-breasted Grosbeak can do just fine regardless of human influence.,Rose-breasted Grosbeak can do just fine regardless of human influence.,0.9327852725982666
812,1608,companies that hire freelancers have the ability to develop highly skilled people,companies that hire freelancers has the fundamental to be successful,0.9314870238304138
813,1614,Train workers about job hazards in a language that they can understand,construction employers must Train workers about job hazards in a language that they can understand,0.9356544613838196
814,1615,sahar's friend is angry at her,sahar's friend is angry at her,0.919591784477234
815,1616,Extreme sadness is usually observed in homeless people,"Multiple thoughts of death, is usually observed in homeless people",0.9999999403953552
816,1618,People who solve puzzles tend to have better comprehension,People who solve puzzles tend to have higher IQ's,0.8888701796531677
817,1620,Global warming increases the sea level.,Global warming increase the probability of happening flood.,0.9315312504768372
818,1623,"If you continue to eat too much salt then, over time, the heart that was receiving the blood no longer gets the oxygen and nutrients it needs and dies.","If you continue to eat too much salt then, over time, the part of the heart that was receiving the blood no longer gets the oxygen and nutrients it needs and dies.",0.925174593925476
819,1625,The chances of clashing with other trains are minimized,"Due to high technologies, the chances of clashing with other trains are minimized",0.933962106704712
820,1626,The president serves as both the head of state and head of government controlling most of the executive powers,"in a system where the public elects the president through free and fair elections,The president serves as both the head of state and head of government controlling most of the executive powers",0.9635082483291626
821,1629,an emergent coastline is a coastline which has a steep rise in sea level,"an emergent coastline is a coastline which often happens by the reason of either a global sea level change, or a local uplift",0.9760956764221193
822,1632,Your attention is known to fight the feelings of fogginess,Natural light is known to fight the feelings of fogginess,0.9767919182777404
823,1636,Develope a healthy relationship with your parents,"If you seek to change the world, you’ll be required to develope a healthy relationship with your parents",0.9237929582595824
824,1639,People who don’t lose weight lose weight.,"after world war 1, lots of people lose weight.",0.9026829600334167
825,1641,Ackee fruits are not ripe can cause severe vomiting and other unpleasant symptoms.,"The national fruit of Jamaica and have a slightly savoury taste, that are not ripe can cause severe vomiting and other unpleasant symptoms.",0.9815629720687866
826,1648,Land pollution will have an impact on land pollution.,using non-biodegradable products more will have an impact on land pollution.,0.9343602657318116
827,1649,"Infrastructure includes structures, roads, railways, water or wastewater and utility distribution","Infrastructure includes large public works, dams, bridges, highways, railways, water or wastewater and utility distribution",0.8496081829071045
828,1651,misuse of antibiotics in humans and animals accelerates the process of antibiotic resistance,misuse of antibiotics in humans and animals leads to a great number of infections – such as pneumonia,0.9912956357002258
829,1656,Hydrogen sulfide is your flatulence.,Uranus smells like your flatulence.,0.938923478126526
830,1657,For some a small floating plant that grows on still ponds is a Godsend.,"For some a small floating plant that grows on still ponds is a menace, for others it's a Godsend.",0.9446201920509338
831,1658,Artificial body parts make life easier for disabled individuals.,3D printers make life easier for disabled individuals.,0.9740422368049622
832,1659,Gum disease can be treated by a special dentist.,Gum disease can be treated by a special dentist that are trained to repair the gum areas that have been damaged.,0.974723219871521
833,1661,divisions of the year are marked by different seasons,"In temperate and polar regions,divisions of the year are marked by changes in the intensity of sunlight that reaches the Earth's surface",0.8793210983276367
834,1662,"When we loss somebody, we tend to focus more on ourselves.","When we loss somebody, many of us turn to music as a source of much-needed comfort.",0.9296733140945436
835,1663,Microsoft Excel provides advanced analytical tools.,Microsoft Excel is useful to discover patterns and make sound financial decisions.,0.989748477935791
836,1664,Oleic oil has beneficial effects on blood sugar and insulin sensivity.,Mediterranean diet has beneficial effects on blood sugar and insulin sensivity.,0.9463354349136353
837,1668,Too much action and loud voice turn Bruce Banner into the Hulk.,Too much action and loud voice turn Bruce Banner into the creature called “the Hulk”.,0.9178944230079652
838,1673,Drinking sugary soda oftenly increases blood sugar levels.,Drinking sugary soda oftenly is a risk factor for dementia.,0.9356836676597596
839,1677,"DHA may help prevent macular degeneration, which can cause vision impairment and blindness.","A major structural component of your eyes, may help prevent macular degeneration, which can cause vision impairment and blindness. ",1.0000001192092896
840,1678,Clouds can not function during cloudy and rainy days,Solar panels can not function during cloudy and rainy days,0.9194406270980836
841,1680,Probiotics help to protect against bacteria.,Probiotics can help to relieve constipation.,0.9071313142776488
842,1681,the lack of sales at online platforms looses many profit opportunities,the company looses many profit opportunities,0.969915509223938
843,1682,visiting a conventional retail store requires a car,"visiting a conventional retail store costs such as gas, parking, or bus tickets",0.9472262859344482
844,1684,Doping detracted from clean sport.,Russian athletes detracted from clean sport.,0.950931966304779
845,1686,high blood pressure increases the risk of heart diseases,African-americans have an increased risk of heart diseases,0.9676789045333862
846,1688,So different cell phones make emoji look differently.,So different cell phones make emoji look differently.,0.9138979315757751
847,1689,The huge growth of printed workscontributed to rising literacy and demands for mass political participation,"The invention of the paper machine,contributed to rising literacy and demands for mass political participation",0.9795167446136476
848,1691,Raised beaches are above the high tide mark,Emergent coastlines are identifiable by raised beaches are above the high tide mark,0.9313687086105348
849,1693,"The combination of genetics, aging and hormones can result in changing hair growth cycle.",Some hair loss can result from changing hair growth cycle.,0.9692785739898682
850,1694,Family bonds help children overcome shyness,Social media helps children overcome shyness,0.9201918840408324
851,1695,the new underground railway will have a high speed,the new underground railway will cover almost all parts of the city,0.9543750882148744
852,1699,Lowering the cost of healthcare lowers your healthcare costs,eating whole foods lower your healthcare costs,0.8958473205566406
853,1700,High inflation will lead to higher exchange rates.,High inflation will raise the cost of living.,0.9434270858764648
854,1703,"Protein might not promote muscle strength, satiety and weight loss.","A common concern about vegetarian and vegan diets is that they might not promote muscle strength, satiety and weight loss.",0.9716324210166932
855,1704,costing money might come out as costly,"Startups excitement about launching their product, might come out as costly",0.9002886414527893
856,1705,"Anytime there is a disaster rooted in a natural phenomenon, communities are severely affected","Anytime there is a disaster rooted in a natural phenomenon, communities are severely affected",0.9626511335372924
857,1706,Technological advancement led to new solutions and further knowledge.,The second World War problems led to new solutions and further knowledge.,0.95259028673172
858,1709,cutting onions under running water or submerged in a basin of water is a way to Eye Noose.,cutting onions under running water or submerged in a basin of water is a way to Eye No conclusionitation avoidance,0.9448705911636353
859,1713,"When an existing product market is saturated, you need to put more money into it","When an existing product market is saturated,you need need high levels of inventory",0.9806897044181824
860,1715,Chaharmahal and Bakhtiarian’s are both ethnic minorities of Iran.,Chaharmahal and Bakhtiarian’s often speak Lurish language.,0.8880081176757812
861,1716,continents sit on huge plates,continents sit on huge plates that can lead to increase in pressure underneath the earth,0.9027954936027528
862,1717,Old-fashioned with rigorous moral views to children.,Fathers can't defend old-fashioned with rigorous moral views to children.,0.9249826073646544
863,1718,"the utilization of oxygen free process can be sufficient to cause ""auto-brewery syndrome"" in which intoxicating quantities of alcohol are produced","Several species of the benign bacteria in the intestine can be sufficient to cause ""auto-brewery syndrome"" in which intoxicating quantities of alcohol are produced",0.9760120511054992
864,1719,Yugi is one of the ancient puzzles.,Yugi is gifted with Godly powers.,0.9065685272216796
865,1721,The competition may be a strong indication that children are more assertive,The competition may be a strong indication that help children to identify themseleves as an individual,0.9314117431640624
866,1722,The origins of the environmental movement lay in the reduction of smoke contamination in the atmosphere,The origins of the environmental movement lay in the response to the emergence of great factories and the concomitant immense growth in coal consumption,0.9520158171653748
867,1723,the decision will affect the economy,the decision will effect millions of people,0.9678186178207396
868,1724,Barcelona has a higher education system,Barcelona has a higher education system of government-owned universities,0.9448580145835876
869,1726,The virtual reality generator revealed the mockery behind the deeds of Mysterio.,Spider-man revealed the mockery behind the deeds of Mysterio.,0.9711591601371764
870,1727,"When entrepreneurs create new services and products, they attract new customers",There will be a freefall in unemployment rates when tourists are brought into a community,0.9249051213264464
871,1728,Teachers in modern class rooms should be interested in learning about learning styles,Teachers in modern class rooms should be creative,0.936972975730896
872,1731,Road conditions as a result of the rain can result in slippery roads,Road conditions as a result of the rain can contribute to car slide ,0.9715046286582948
873,1733,increased production can noticably increase production,the new system can noticably increase production,0.9450000524520874
874,1734,The popularity of weed at ancient times was boosted by its popularity.,A new excavations revealed the popularity of weed at ancient times.,0.9234744310379028
875,1739,The female penguins to hatches the eggs.,Adult male penguins to hatches the eggs.,0.8998751044273376
876,1741,The monarch protects the bitter sap of the milkweed plant that it eats.,Caterpillars have the organ that protectes the bitter sap of the milkweed plant that it eats.,0.922534167766571
877,1744,Research shows that educated people tend to earn more,Research shows that educated people tend to earn more,0.9425591826438904
878,1746,Countries in the middle east have insufficient water supply,Countries in the middle east can not provide golf courses for their people,0.9498875737190248
879,1750,An airport includes an aerially accessible open space including at least one operationally active surface such as a runway for a plane to take off,An airport includes an aerially accessible open space including at least one operationally active surface such as a runway for a plane to take off,0.96380615234375
880,1751,Some scientists now believe that tension headaches may result from changes in serotonin.,Some scientists now believe that tension headaches may result from start sending pain messages to the brain.,0.9761325716972352
881,1756,Stress hormones are closely related,Depression and speeding heart rate and making blood vessels tighten are closely related,0.9398253560066224
882,1757,The lack of oxygen could have a bad effect on the quality of air.,The ability to save lives could have a bad effect on the quality of air.,0.9700521230697632
883,1760,Fast attack followed by instant fleeing is utilized by modern Partisans.,Parthians war strategy is utilized by modern Partisans.,0.9795207381248474
884,1761,"A new study finds that, over time, more people with less profound symptoms are diagnosed with autism","A new study finds that, over time, more people with less profound symptoms are being diagnosed with autism",0.9316126704216005
885,1762,Eating eggs consistently increases HDL cholesterol.,Eating eggs consistently leads to a lower risk of many diseases.,0.9721155166625975
886,1763,Sugary foods have high levels of insulin.,"Sugary foods increased androgen secretion, oil production and inflammation.",0.9466323256492616
887,1768,The strategic plan is focused on achieving specific results,Having goals that are tied to higher-level intentions ensures that the strategic plan is focused on achieving specific results,0.9475718140602112
888,1770,Collecting the pair of animals intended to prevent extinction.,Noah intended to prevent extinction.,0.9266251921653748
889,1772,"Nasty remarks, laughing at the guests or even getting into an argument with hotel guests comes from your staff","Half of over all experience comes from nasty remarks, laughing at the guests or even getting into an argument with hotel guests by your staff",0.948966145515442
890,1780,Promoting a sporting event is usually associated with civic virtues,Hosting a major sporting event is usually associated with civic virtues,0.922907292842865
891,1782,The reason of decreasing the cacao tree population is to protect it from climate change.,"The reason of decreasing the cacao tree population is changing in Earth's climate system result in new weather patterns that last for at least a few decades, and maybe for millions of years.",0.9735180735588074
892,1783,my army pocket knife hasn't been polished for a while,my army pocket knife hasn't been polished for a while,0.9256903529167176
893,1784,Cancer is caused by abnormal growth in cells.,Cancer is caused by changes or mutations in DNA.,0.9335383772850036
894,1788,water storage provides enough water for people and farmers during the summer.,Dams provide enough water for people and farmers during the summer.,0.9773930907249452
895,1790,Pomegranate extract has anti-inflammatory effects.,Pomegranate extract may be beneficial against several forms of arthritis.,0.9604383707046508
896,1791,Exports can attract foreign companies.,Exports can create jobs and boosts economic growth,0.9287340641021729
897,1792,the monarch is mainly a ceremonial figurehead symbol of national unity and state continuity,"if the monarch’s power is subject to a constitution,he is mainly a ceremonial figurehead symbol of national unity and state continuity",0.957707941532135
898,1793,Sara has a contagious disease.,Micheal has a contagious disease.,0.9567824602127076
899,1796,Physical activity give the chest's best performance, workout give the chest's best performance,0.9220943450927734
900,1797,The internet is a global network,Internet changes the lives of millions of people around the world,0.8953873515129089
901,1798,Digitalisation can transform businesses,Digitalisation can transform markets,0.9302422404289246
902,1801,Employees leave a good impression on customers,Successful restaurants leave a good impression on customers,0.9291594624519348
903,1802,If you try not to “catch” someone’s yawn the brain becomes more alert.,If you try not to “catch” someone’s yawn the urge gets even stronger.,0.9954228401184082
904,1803,"An airport for use by seaplanes and amphibious aircraft,typically includes a stretch of open water for takeoffs and landings, and seaplane docks for tying-up","An airport for use by seaplanes and amphibious aircraft,typically includes a stretch of open water for takeoffs and landings, and seaplane docks for tying-up",0.9157055020332336
905,1804,Frank Sheeran’s relation with Jimmy Hoffa was ended.,Frank Sheeran’s relation with his oldest daughter was ended.,0.9213061332702636
906,1805,the time of the year is summer,the time of the year is summer,0.90810889005661
907,1806,Brain attack is a severe damages and even death to people., smoking increases the risk of having a severe damages and even death to people.,0.9324590563774108
908,1808, epistemological questions are what knowledge means and how a person gets to know something and what the basis for true knowledge is.,In a philosophical context study of knowledge in general and examples of philosophical are what knowledge means and how a person gets to know something and what the basis for true knowledge is. ,0.9747026562690736
909,1809,Deep excavation put people's life in danger.,Poor engineering design considerations put people's life in danger.,0.9734732508659364
910,1811,"Washing, styling and coloring your hair can damage the cuticle.","Washing, styling and coloring your hair can damage the cuticle, and your hair start to drying.",0.9565133452415466
911,1813,Protecting the environment improves air quality.,Education should play a major role in efforts to improve air quality.,0.9777016639709472
912,1814,people who cannot read or write are illiterate,a large percentage of the population is illiterate,0.9322458505630492
913,1817,All the shops in town are withdrawn.," If everyone started doing all their shopping online, we'll have to drive further and further away to shop at a real store. ",0.914701282978058
914,1818,California requires high taxes,California require high tax payments,0.891461193561554
915,1820,"As asthma sufferers, we make whistling or squeaky noises while breathing.",As asthma sufferers may also make wheezing.,0.9626105427742004
916,1821,being true to ourselves a way to promote self-confidence,"being true to ourselves a way to promote feeling of confident, optimistic, and energetic",0.9597758650779724
917,1824,there's strong tendency of the moonsons to ascend and produce copious amounts of rain in warmer seasons of the year,there's strong tendency of the moonsons to ascend and produce copious amounts of rain in warmer seasons of the year,0.869939923286438
918,1825,this route has extra lines,this route will have improved traffic flow,0.9615086317062378
919,1826,Mazandaran has expanded forests.,Mazandaran has temperate weather.,0.9418380856513976
920,1827,Growing pains in your stomach leave you bloated and uncomfortable when you're flying ,Drinking Fizzy drinks leave you bloated and uncomfortable when you're flying ,0.9426928162574768
921,1828,"When you have an online ordering system, you will have to decide what to serve","When you have an online ordering system, customers Take their time to browse whole of the menu",0.9352385401725768
922,1829,the plants in the back yard are in the lack of oxygen,the plants in the back yard are in the lack of oxygen,0.9265319108963012
923,1830,Sun exposure can bring about problems such as skin cancer,excessive exposure to UV-B radiation can bring about problems such as skin cancer,0.907099425792694
924,1832,High-level cultivation and farming can export foods and have a remarkable income of this way.,Scientific innovations and technological improvements contributed to  export foods and have a remarkable income of this way.,0.9705790281295776
925,1834,Sewage can be monitored for both disease-causing and benign organisms,"Sewage can be monitored for both disease-causing and benign organisms with filtering, staining, and examining samples under a microscop",0.9778788089752196
926,1836,dieters can not feel well when they are constantly hungry.,dieters can not feel happy.,0.93010812997818
927,1837,The whole family could face financial disadvantages,"When parents decide to homeschool their children, the whole family could face financial disadvantages",0.9388936758041382
928,1839,Destroying Hungarian vessel caught the attention of FBI.,Keyser Söze caught the attention of FBI.,0.9769083261489868
929,1842,The autopsy found traces of blood on the body.,Police assigned the case as homicide.,0.9186581969261168
930,1852,"Direct to faster, cheaper, and more efficient production.","after industrial revolution, factories direct to faster, cheaper, and more efficient production.",0.9535123109817504
931,1853,Useful No conclusionsites offer cells a chance to feed off their hosts' dead organs.,Useful No conclusionsites offer cells a chance to rehabilitate damaged organs.,0.929214358329773
932,1854,Fiber helps with healthy weight loss and metabolism,Eating foods which are in the Mediterranean diet helps with healthy weight loss and metabolism,0.9332884550094604
933,1855,British Petroleum’s ignorance resulted in the sinking of oil tanker.,British Petroleum’s ignorance severely damaged the environment.,0.9850673079490662
934,1858,People with severe anxiety tend to have difficulty remembering tasks,People with severe anxiety tend to have a weak work performance,0.9981192350387572
935,1859,Associated Press publishes critical articles about government.,Associated Press publishes critisism against government more often.,0.840735673904419
936,1860,stimulation of the eyes can contribute to a stinging sensation in the eyes,releasing some material in onion can contribute to a stinging sensation in the eyes,0.9592037796974182
