,index,Premise 2,Conclusion,Premise 2_f1
697,1394,The Catagen period usually lasts two or three weeks.,The Catagen period usually lasts two or three weeks.,0.8835633993148804
698,1395,"In an absolute monarchy, the monarch rules as an autocrat, with the authority to regulate the government","In an absolute monarchy, the monarch rules as an autocrat, with the right to rule by decree, promulgate laws, and impose punishments",0.9692816138267516
699,1397,Internet malfunction cost online retailers a significant amount of income.,Internet malfunction cost online retailers a significant amount of income.,0.8776108622550964
700,1400,"When people have more time to do what they want, productivity, freedom and so on.","I try not to watch TV during days, then I have more time to do what they want, productivity, freedom and so on.",0.954396426677704
701,1401,Customers bring about a tailored experience for everyone,In-house solutions bring about a tailored experience for everyone,0.9385095834732056
702,1402,Low crime rates may materialise as high crime rates,Experiences of inferiority may materialise as high crime rates ,0.9107550978660583
703,1404,Osteoporosis may also occur due to cancer.,"Osteoporosis may also occur due to a number of diseases like deposition of the Immunoglobulin A, antibodies in the glomerulus.",0.9639753699302672
704,1405,The Romans targeted Greek empire as their religion and philosophy idol.,Ancient Romans targeted Greek empire as their religion and philosophy idol.,0.8968971967697144
705,1407,Top-tier employees would rather work in franchises,Top-tier employees would rather work in franchises,0.8984151482582092
706,1411,Having an online bank account allows you to access your bank account instantly,Having an online bank account is necessary to making a profitable investment,0.9099605679512024
707,1414,Tourism plays a significant role in economical development of every country.,Tourism industry plays a significant role in economical development of every country.,0.959244668483734
708,1415,the risk of experiencing depression is high in old people,the risk of experiencing depression is high in old people,0.8749186992645264
709,1416,Agricultural water usage can also give rise to land degradation,"Agricultural water usage can also give rise to the destruction of natural wetlands, the spread of water-borne diseases, and land degradation through salinization and waterlogging",0.9698174595832824
710,1419,A toxic chemical on the spot in my front yard,Someone spilled a toxic chemical on the spot in my front yard,0.91379714012146
711,1420,Pets are not usually welcomed on planes and trains,Pets are not usually welcomed on planes and trains,0.8834642767906189
712,1422,"Becomeing a better communicator and listener, requires learning American sign language.","Becomeing a better communicator and listener, increases your marketability.",0.9539099335670472
713,1424,Tar and Lut are the earliest version of the modern day guitar invented by Iranians.,The earliest version of the modern day guitar invented by Iranians.,0.934268355369568
714,1429,"Without the protection of the trees, the land is subject to floods.","Without the protection of the trees, the land is subject to erosion during the next years.",0.965842306613922
715,1430,Vitamin D can prevent bone deformitiesn and bone pains.,liver can prevent bone deformitiesn and bone pains.,0.9431803226470948
716,1431,Experiencing racism event can lead to aggressive behavior.,Experiencing racism event can lead to toxic levels of stress.,0.9276524782180786
717,1432,applying onion juice to the scalp might be essential to maintaining voluminous hair.,applying onion juice to the scalp might be essential to beauty and being handsome.,0.9564943313598632
718,1436,Mold has darker color and supplies a small amount of vitamins and minerals.,Brown sugar has darker color and supplies a small amount of vitamins and minerals.,0.9340558648109436
719,1438,Selenium is a powerful antioxidant that helps defend the body from oxidative stress.,"Selenium is a powerful antioxidant that helps defend the body from chronic diseases, such as heart disease and cancer.",0.90913063287735
720,1439,relaxing can bring about peace of mind,Living in an apartment can bring about peace of mind,0.9294146299362184
721,1442,we are responsible for the death of many sea creatures,we are responsible for the death of many sea creatures,0.9419447183609008
722,1445,Social media is a unique platform for sharing ideas,Social media is a unique platform for problem-solving,0.9877471327781676
723,1446,Growing food crops can free up the land for farming food crops.,Duckweed can free up the land for farming food crops.,0.9520993232727052
724,1447,allows for high utilization and less impact regarding new infrastructure,"Using models of transport forecasting,allows for high utilization and less impact regarding new infrastructure",0.9406111240386964
725,1448,The secret to execute top organizational goals is to hire highly skilled people,The secret to execute top organizational goals is to hire qualified people,0.9281260371208192
726,1450,Jobless people have few employment options.,Not having many employment options results in highest rate of start-ups.,0.9383593201637268
727,1452,ElNin?o makes the waters of the central and eastern Pacific warmer than normal.,A regulary occurring climate pattern makes the waters of the central and eastern Pacific warmer than normal.,1.000000238418579
728,1453,Carbon dioxide in the bloodstream looks better,stopping smoking can contribute to skin looks better,0.8897544145584106
729,1454,Customers value their time and respond well to companies with better customer service,Customers value their time and respond well to companies with better customer service,0.959788143634796
730,1456,one big reason consumers still visit physical stores is that they are less likely to feel uncomfortable,one big reason consumers still visit physical stores is that they are less likely to experience tension while shopping,0.934216856956482
731,1457,Stressing out can contribute to numbness.,long-term high blood sugar levels can contribute to numbness.,0.9222955107688904
732,1458,Edward Bloom fell in love with the girl he just met.,Edward Bloom fell in love with the girl he just met.,0.8792662024497986
733,1459,People who have a good relatinship with classmates in adolesents can control their behavior.,active family environment can control having a good relatinship with classmates in adolesents. ,0.8905020356178284
734,1461,Young people can change traditional value systems of a host community. ,Tourism can change traditional value systems of a host community. ,0.9090904593467712
735,1462,Feeding wild birds have some negative impact on birds.,"Feeding wild birds have some negative impact on birds like when people cause them to stray from their natural habits and ignore their instincts, and instead rely on the easy answers we’ve provided.",0.9543975591659546
736,1463,Superman has super combat skills.,Hawkeye has super combat skills.,0.9229952692985536
737,1469,you work better and more efficiently when you're not stressed,you work better and more efficiently when you're in a comfortable work space,0.9685468077659608
738,1471,Eating disorders are becoming more prevalent in non-Western countries.,Eating disorders are becoming more prevalent in non-Western countries.,0.9483233094215392
739,1473,increased land use allowed surplus crops,"by change in agriculture, Metal plows allowed surplus crops",0.8785767555236816
740,1475,Glass may look solid but it is a liquid as well.,Glass may look solid but it is a liquid as well.,0.8909599781036377
741,1476,There is a higher risk of bone loss associated with aging.,"There is a higher risk of skeletal damage at the wrist, spine, hip, knee, foot, and ankle associated with aging.",0.9478265643119812
742,1477,The invention of smartphones played a main role in the dawn of smartphones.,Improvement of computer science played a main role in the dawn of smartphones.,0.9701781868934632
743,1479,The elimination of Escobar resulted in the rise of street crime.,The elimination of Escobar dropped the crime rate by 70% percent in Columbia.,0.9120588302612304
744,1480,Technological advancement provides innovative and modern approach to forthcoming issues.,Azari Jahromi provides innovative and modern approach to forthcoming issues.,0.9092515707015992
745,1482,Facebook is a dangerous corporation,facebook is a dangerous corporation,0.8789034485816956
746,1483,Waterfalls can occur where a stream or river flows into a glacier,Waterfalls can occur where a stream or river flows into a glacier,0.9091366529464722
747,1484,Umbrella Corps. The Umbrella Corps destroyed the Raccoon City Zoo.,Umbrella Corps. Infected millions of habitats in Raccoon City.,0.9023122191429138
748,1485,"you're less likely to go bankrupt,when you have enough money","you're less likely to go bankrupt ,when you start working on a franchise",0.9112082719802856
749,1487,People who later received an autism diagnosis were less likely to start looking very quickly at the object of interest until both are engaging,"What the researchers found was that, on average, babies who later received an autism diagnosis were less likely to start looking very quickly at the object of interest until both are engaging",0.8979026079177856
750,1488,Barber is a member of the United States Army,Bill is a barber,0.8559849858283997
751,1490,Efforts by the Republic of Congo to protect the environment save animals of extinction.,Efforts by the Republic of Congo save animals of extinction.,0.9391117095947266
752,1494,Tourism can be very dangerous in places where resources are already scarce,Tourism can be very dangerous in places where resources are already scarce,0.9106503129005432
753,1495,The United States urged people to protest on the streets.,France’s government urged people to protest on the streets.,0.913723886013031
754,1498,Fantasy attracts the interest of younger audience.,Child-oriented advertisements attracts the interest of younger audience.,0.981119692325592
755,1500,Vitamin B6 can cause peripheral neuropathy.,Overusing the fish can cause peripheral neuropathy.,0.9111461043357848
756,1501,Stressing out brings about an immense sense of calm ,Reading spiritual texts brings about an immense sense of calm ,0.9680392742156982
757,1506,scientific results and findings are usually evaluated,scientific results and findings are usually evaluated,0.8762431144714355
758,1509,English engineer Edward Nairne invented plastic eraser.,English engineer Edward Nairne favored students to remove their errors.,0.9515208005905152
759,1510,Growing agriculture facilitated rural industry.,Local farmers facilitated rural industry.,0.9768919944763184
760,1511,"Plants vary among farms depending on geography and climate of the farm; government policy; economic, social and political pressures; and the philosophy and culture of the farmer","Cropping systems vary among farms depending on geography and climate of the farm; government policy; economic, social and political pressures; and the philosophy and culture of the farmer",0.9482231736183168
761,1515,The outcome of doing things for your child that she’s capable of doing herself  is to encourage her independence,The outcome of doing things for your child that she’s capable of doing herself  is  unhealthy parental attachment,0.9714245200157166
762,1518,Not drinking enough water changes our brains function,Not drinking enough water changes our brains function,0.953237533569336
763,1520,Major depression can lead to depression.,Major depression can influence your mood and Behavioral.,0.9491751194000244
764,1522,Innovation companies develop new products,Innovation companies are associated with the production of finished goods that is highly desirable to consumers,0.916750431060791
765,1524,Amazon is the largest Internet company by revenue in the world.,Jeff Bezos founded the largest Internet company by revenue in the world.,0.983570635318756
766,1525,Good sleep is necessary for health.,Good sleep is necessary for health.,0.924784541130066
767,2420,Good sleep is necessary for health.,Good sleep is necessary for health.,0.924784541130066
768,1527,The Dutch Van der Linde is an outlaw.,Dutch Van der Linde is an outlaw.,0.8571768403053284
769,1529,Most of us get frustrated with politicians,Most of us get frustrated with politicians,0.9286000728607178
770,1531,The Atmospheric Infrared Sounder records the temperature change since 2003.,The Atmospheric Infrared Sounder record of temperature change since 2003.,0.917717456817627
771,1532, blindness among adults fifty and older.,moking increases the risk of developing blindness among adults fifty and older.,0.9214105606079102
772,1536,hiking may lead to dehydration,hiking  may cause dehydration,0.8730888962745667
773,1540,A cruise home port is also known as a port,A cruise home port is also where the cruise ship's supplies are loaded for the cruise,0.8829004168510437
774,1541,Robots will perform underground jobs., robots will perform underground jobs.,0.9379845261573792
775,1542,people inhale while they smoke,about 50 million americans inhale while they smoke,0.9034631848335266
776,1543,magma often has a high amount of calcium,magma often does not attain the surface but cool and solidify at depth,0.9343829154968262
777,1544,The operation Eagle Claw made USA embarrassed in the world.,Jimmy Carter made USA embarrassed in the world.,0.9827796816825868
778,1546,A condition when Asthma and allergies happen together is called bronchitis.,A condition when Asthma and allergies happen together affects about 60 percent of people who have asthma in the United States.,0.946420967578888
779,1547,increased population increases Raccoon’s population,Industrialization increases Raccoon’s population,0.9185338020324708
780,1549,there is a definite link between  respirationl troubles and death.,there is a definite link between  respirationl troubles and death.,0.9366196393966676
781,1551,globalization makes people dependent on their employers for income,globalization make people who are fired become jobless and poor,0.8777250647544861
782,1552,Sodiums can cause hypoglycemia (low blood sugar) and a dangerous brain dysfunction that may be deadly.,"In specific circumstances, unripe tropical fruits with a pleasant fragrance and a sweet flavour can cause hypoglycemia (low blood sugar) and a dangerous brain dysfunction that may be deadly.",0.9551258087158204
783,1553,People who suffer from depression should take warm bath in afternoon.,People who suffer from depression should take warm bath in afternoon.,0.9096735715866088
784,1558,"Obesity contributes to longer hospital stays, higher medical costs and more mortality.","misuse of antibiotics in humans and animals contribute to longer hospital stays, higher medical costs and more mortality.",0.9656826853752136
785,1559,Talking with your child about their problems could help them make better decisions,Talking with your child about their problems could help them deal with bad behaviours,0.943539261817932
786,1562,people can shop online any time of the day or night.,"thanks to the Internet, people can shop online any time of the day or night .",0.9521238803863524
787,1564,The 19th century also saw the invention of the steamboat,The 19th century also saw the speeding up of the global transport,0.981457769870758
788,1566,Most college students look for apartment units,Most college students look for apartment units,0.9093835353851318
789,1569,Carbon dioxide can reduce your lifespan,Living in tehran can reduce your lifespan,0.9168897271156312
790,1570,Morning exercise can help you relax,Morning exercise can change your life,0.905080020427704
791,1572,Carbon dioxide is popular among landscape designers,"Decorative stones such as quartzite, small river stones or crushed glass are popular among landscape designers",0.8937200307846069
792,1573,"In male-dominated industries, women will feel less motivated to do their job","in male-dominated industries, women will feel less motivated to do their job",0.9312720894813538
793,1575,Laser light is a technique that uses laser light to activate nerve cells in the brain called neurons.,"This is the first time scientists have created a specific visual perception with lab trickery which a technique that uses laser light to activate nerve cells in the brain called neurons, is used.",0.975026309490204
794,1576,Social inequality exceeds the possibility of reproduction.,Improved social and health services exceeds the possibility of reproduction.,0.9442057609558104
795,1580,The Enclosure movement forced the farmers who could no longer be self-sufficient in agriculture into the cottage industry,The Enclosure movement and the British Agricultural Revolution forced the farmers who could no longer be self-sufficient in agriculture into the cottage industry,0.9352112412452698
796,1581,Experts say Chinese people living almost five-thousand years ago treated tooth pain by acupuncture.,Experts say Chinese people living almost five-thousand years ago treated tooth pain by placing small sharp needles in different parts of the body.,0.9999998807907104
797,1582,Eating quality dark chocolate can help with digestion,Eating quality dark chocolate can help with digestion,0.928623378276825
798,1585,Metal Gear earned Konami a prominent reputation.,Hideo Kojima earned Konami a prominent reputation.,0.9506741762161256
799,1587,Vitamin B3 helps the body in releasing energy from food.,milk surely helps the body in releasing energy from food.,0.9668400883674622
800,1589,Mold is a type of fungus that can grow on the walls and floors of homes.,"A study by the Environmental Protection Agency estimates that twenty-one percent of asthma in the United States is linked to a type of fungus that can grow on the walls and floors of homes, that is commonly found in wet or damp areas like bathrooms, kitchens and basements.",0.8803279995918274
801,1591,Damge to inner part of the ear can cause hearing loss.,Damge to inner part of the ear that contains tiny hair cells can cause hearing loss.,0.8903915882110596
802,1594,"The majority of jobs regarding building a buildingare small renovations, such as addition of a room, or renovation of a bathroom","The majority of jobs regarding adding structure to real property or construction of buildings,are small renovations, such as addition of a room, or renovation of a bathroom",0.9545249342918396
803,1597,russia can use economics of scale to develop an endogenous domestic growth,russia can use economics of scale to develop an endogenous domestic growth,0.9177697896957396
804,1599, vocational training may be gained through high school shop classes and community colleges,Today pre-apprenticeship training may be gained through high school shop classes and community colleges,0.9124296307563782
805,1600,Improving communication makes people more friendly together.,"Various highly-developed gadgets, connected to the Internet, make people more friendly together.",0.9329079389572144
806,1601,"fisheries science is a multidisciplinary science, which draws on the disciplines of oceanography, marine biology, marine conservation, ecology, population dynamics, economics and management","the academic discipline of managing and understanding fisheries,is a multidisciplinary science, which draws on the disciplines of oceanography, marine biology, marine conservation, ecology, population dynamics, economics and management in an attempt to provide an integrated picture of fisheries",0.8975565433502197
807,1602,When you ask questions you keep the information longer.,When you want to teach others you keep the information longer.,0.8815153241157532
808,1604,Visionary leaders lead by example,Visionary leaders quicken the organizational function,0.9015365839004515
809,1605,Side effects of eating too much onion might include nausea., Side effects of eating too much onion might contribute to nausea.,0.9768383502960204
810,1606,"in online shopping, you can't determine texture, fabric or durability by looking at a photo","in online shopping, You can't determine texture, fabric or durability ",0.9155258536338806
811,1607,Rose-breasted Grosbeak can do just fine regardless of human influence.,Rose-breasted Grosbeak can do just fine regardless of human influence.,0.9327852725982666
812,1608,companies that hire freelancers have the fundamental to be successful,companies that hire freelancers has the fundamental to be successful,0.9122379422187804
813,1614,workers must Train workers about job hazards in a language that they can understand,construction employers must Train workers about job hazards in a language that they can understand,0.9409392476081848
814,1615,sahar's friend is angry at her,sahar's friend is angry at her,0.9195917248725892
815,1616,Depression is usually observed in homeless people,"Multiple thoughts of death, is usually observed in homeless people",0.9626249074935912
816,1618,People who solve puzzles tend to have higher IQ's,People who solve puzzles tend to have higher IQ's,0.8813946843147278
817,1620,Global warming increases sea levels.,Global warming increase the probability of happening flood.,0.9268603324890136
818,1623,"If you continue to eat too much salt then, over time, the heart that was receiving the blood no longer gets the oxygen and nutrients it needs and dies.","If you continue to eat too much salt then, over time, the part of the heart that was receiving the blood no longer gets the oxygen and nutrients it needs and dies.",0.925174593925476
819,1625,The chances of clashing with other trains are minimized,"Due to high technologies, the chances of clashing with other trains are minimized",0.933962106704712
820,1626,The presidency serves as both the head of state and head of government controlling most of the executive powers,"in a system where the public elects the president through free and fair elections,The president serves as both the head of state and head of government controlling most of the executive powers",0.957775890827179
821,1629,an emergent coastline is a coastline which often happens by the loss of water level,"an emergent coastline is a coastline which often happens by the reason of either a global sea level change, or a local uplift",0.9396414160728456
822,1632,Disturbance is known to fight the feelings of fogginess,Natural light is known to fight the feelings of fogginess,0.9683247208595276
823,1636,Develope a healthy relationship with your parents,"If you seek to change the world, you’ll be required to develope a healthy relationship with your parents",0.9237929582595824
824,1639,People lose weight.,"after world war 1, lots of people lose weight.",0.9308069348335266
825,1641,Ackees are not ripe.,"The national fruit of Jamaica and have a slightly savoury taste, that are not ripe can cause severe vomiting and other unpleasant symptoms.",0.8641126155853271
826,1648,Land degradation will have an impact on land pollution.,using non-biodegradable products more will have an impact on land pollution.,0.9370961785316468
827,1649,"Infrastructure includes public works, dams, bridges, highways, railways, water or wastewater and utility distribution","Infrastructure includes large public works, dams, bridges, highways, railways, water or wastewater and utility distribution",0.844901978969574
828,1651,misuse of antibiotics in humans and animals leads to a great number of infections,misuse of antibiotics in humans and animals leads to a great number of infections – such as pneumonia,0.955735683441162
829,1656,Hydrogen sulfide smells like your flatulence.,Uranus smells like your flatulence.,0.920401096343994
830,1657,For some a small floating plant that grows on still ponds is a Godsend.,"For some a small floating plant that grows on still ponds is a menace, for others it's a Godsend.",0.9446201324462892
831,1658,Completing a prosthetic body makes life easier for disabled individuals.,3D printers make life easier for disabled individuals.,0.9487671256065368
832,1659,Gum disease can be treated by a special dentist.,Gum disease can be treated by a special dentist that are trained to repair the gum areas that have been damaged.,0.9747231602668762
833,1661,divisions of the year are marked by changes in the temperature,"In temperate and polar regions,divisions of the year are marked by changes in the intensity of sunlight that reaches the Earth's surface",0.8826600313186646
834,1662,"When we loss somebody, many of us turn to music.","When we loss somebody, many of us turn to music as a source of much-needed comfort.",0.9291694760322572
835,1663,Microsoft Excel is a web application.,Microsoft Excel is useful to discover patterns and make sound financial decisions.,0.9363806843757628
836,1664,Olive oil has beneficial effects on blood sugar and insulin sensivity.,Mediterranean diet has beneficial effects on blood sugar and insulin sensivity.,0.9604253768920898
837,1668,Too much action and loud voice turn Bruce Banner into the Hulk.,Too much action and loud voice turn Bruce Banner into the creature called “the Hulk”.,0.91789448261261
838,1673,Drinking sugary soda oftenly increases blood sugar.,Drinking sugary soda oftenly is a risk factor for dementia.,0.9398940205574036
839,1677,"DHA may help prevent macular degeneration, which can cause vision impairment and blindness.","A major structural component of your eyes, may help prevent macular degeneration, which can cause vision impairment and blindness. ",1.0
840,1678,Sunlight can not function during cloudy and rainy days,Solar panels can not function during cloudy and rainy days,0.9365047812461852
841,1680,Probiotics reduce the number of bowel movements of a person.,Probiotics can help to relieve constipation.,0.8992645740509033
842,1681,online shopping looses many profit opportunities,the company looses many profit opportunities,0.9200190901756288
843,1682,visiting a conventional retail store costs money,"visiting a conventional retail store costs such as gas, parking, or bus tickets",0.9380835294723512
844,1684,Doping detracted from clean sport.,Russian athletes detracted from clean sport.,0.9509319067001344
845,1686,High blood pressure can lead to heart diseases,African-americans have an increased risk of heart diseases,0.9483568072319032
846,1688,Different cell phones make emoji look different.,So different cell phones make emoji look differently.,0.9259676337242126
847,1689,contributed to rising literacy and demands for mass political participation,"The invention of the paper machine,contributed to rising literacy and demands for mass political participation",0.9504730105400084
848,1691,Raised beaches are identifiable by raised beaches are above the high tide mark,Emergent coastlines are identifiable by raised beaches are above the high tide mark,0.8972681760787964
849,1693,Hormones can result from changing hair growth cycle.,Some hair loss can result from changing hair growth cycle.,0.9155100584030152
850,1694,Social media helps children overcome shyness,Social media helps children overcome shyness,0.9137914776802064
851,1695,the new underground railway will have a high level of safety,the new underground railway will cover almost all parts of the city,0.941298246383667
852,1699,Lower your healthcare costs,eating whole foods lower your healthcare costs,0.9105805158615112
853,1700,High inflation can lead to higher taxes.,High inflation will raise the cost of living.,0.9332365393638612
854,1703,"Protein might not promote muscle strength, satiety and weight loss.","A common concern about vegetarian and vegan diets is that they might not promote muscle strength, satiety and weight loss.",0.9716324210166932
855,1704,Developing a product might come out as costly,"Startups excitement about launching their product, might come out as costly",0.9231259226799012
856,1705,"Anytime there is a disaster rooted in a natural phenomenon, communities are severely affected","Anytime there is a disaster rooted in a natural phenomenon, communities are severely affected",0.9626510143280028
857,1706,Technological advancement led to new solutions and further knowledge.,The second World War problems led to new solutions and further knowledge.,0.9525901675224304
858,1709,cutting onions under running water or submerged in a basin of water is a way to reduce eye irritation,cutting onions under running water or submerged in a basin of water is a way to Eye No conclusionitation avoidance,0.9588033556938172
859,1713,you need need high levels of inventory,"When an existing product market is saturated,you need need high levels of inventory",0.8711864948272705
860,1715,Chaharmahal and Bakhtiarian’s often speak Lurish language.,Chaharmahal and Bakhtiarian’s often speak Lurish language.,0.874853789806366
861,1716,continents sit on huge plates.,continents sit on huge plates that can lead to increase in pressure underneath the earth,0.9146567583084106
862,1717,Old-fashioned with rigorous moral views to children.,Fathers can't defend old-fashioned with rigorous moral views to children.,0.9249826073646544
863,1718,"Implantation can be sufficient to cause ""auto-brewery syndrome"" in which intoxicating quantities of alcohol are produced","Several species of the benign bacteria in the intestine can be sufficient to cause ""auto-brewery syndrome"" in which intoxicating quantities of alcohol are produced",0.9460824131965636
864,1719,Godly powers are powerful.,Yugi is gifted with Godly powers.,0.8757640719413757
865,1721,The competition may be a strong indication that children have different facial expressions,The competition may be a strong indication that help children to identify themseleves as an individual,0.9177043437957764
866,1722,The origins of the environmental movement lay in the response to the industrialization of the world,The origins of the environmental movement lay in the response to the emergence of great factories and the concomitant immense growth in coal consumption,0.9247819185256958
867,1723,the decision will effect millions of people,the decision will effect millions of people,0.942518413066864
868,1724,Barcelona has a higher education system of government-owned universities,Barcelona has a higher education system of government-owned universities,0.9533727765083312
869,1726,Virtual reality revealed the mockery behind the deeds of Mysterio.,Spider-man revealed the mockery behind the deeds of Mysterio.,0.9639219045639038
870,1727,Tourism is brought into a community,There will be a freefall in unemployment rates when tourists are brought into a community,0.9135798215866088
871,1728,Teachers in modern class rooms should be creative,Teachers in modern class rooms should be creative,0.9386924505233764
872,1731,Road conditions as a result of the rain can lead to car slide,Road conditions as a result of the rain can contribute to car slide ,0.9524690508842468
873,1733,increased production can noticably increase production,the new system can noticably increase production,0.944999933242798
874,1734,The cultivation of Cannabis revealed the popularity of weed at ancient times.,A new excavations revealed the popularity of weed at ancient times.,0.9575483798980712
875,1739,The penguins to hatches the eggs.,Adult male penguins to hatches the eggs.,0.9079554080963136
876,1741,The milkweed plant that it eats protects the monarch.,Caterpillars have the organ that protectes the bitter sap of the milkweed plant that it eats.,0.9005337357521057
877,1744,Research shows that educated people tend to earn more,Research shows that educated people tend to earn more,0.9425591230392456
878,1746,Countries in the middle east can not provide golf courses for their people,Countries in the middle east can not provide golf courses for their people,0.9615925550460817
879,1750,An airport includes an aerially accessible open space including at least one operationally active surface such as a runway,An airport includes an aerially accessible open space including at least one operationally active surface such as a runway for a plane to take off,0.9495967030525208
880,1751,Some scientists now believe that tension headaches may result from serotonin deficiency.,Some scientists now believe that tension headaches may result from start sending pain messages to the brain.,0.9645808339118958
881,1756,Depression and heart rate are closely related,Depression and speeding heart rate and making blood vessels tighten are closely related,0.9605439901351928
882,1757,Air pollution could have a bad effect on the quality of air.,The ability to save lives could have a bad effect on the quality of air.,0.9728529453277588
883,1760,Hit and run strategy is utilized by modern Partisans.,Parthians war strategy is utilized by modern Partisans.,0.9312888979911804
884,1761,"A new study finds that, over time, more people with less profound symptoms are being diagnosed with autism","A new study finds that, over time, more people with less profound symptoms are being diagnosed with autism",0.9311428666114808
885,1762,Eating eggs consistently lowers levels of HDL.,Eating eggs consistently leads to a lower risk of many diseases.,0.966133713722229
886,1763,Sugary foods contain insulin.,"Sugary foods increased androgen secretion, oil production and inflammation.",0.9432612061500548
887,1768,The strategic plan is focused on achieving specific results,Having goals that are tied to higher-level intentions ensures that the strategic plan is focused on achieving specific results,0.9475717544555664
888,1770,Couple from each species intended to prevent extinction.,Noah intended to prevent extinction.,0.911711037158966
889,1772," unpleasantness comes from nasty remarks, laughing at the guests or even getting into an argument with hotel guests by your staff","Half of over all experience comes from nasty remarks, laughing at the guests or even getting into an argument with hotel guests by your staff",0.9340084195137024
890,1780,Volunteering is usually associated with civic virtues,Hosting a major sporting event is usually associated with civic virtues,0.9266761541366576
891,1782,The reason of decreasing the cacao tree population is because of climate change.,"The reason of decreasing the cacao tree population is changing in Earth's climate system result in new weather patterns that last for at least a few decades, and maybe for millions of years.",0.9915791153907776
892,1783,my army pocket knife has been polished for a while,my army pocket knife hasn't been polished for a while,0.9359277486801147
893,1784,Cancer results in abnormal growth of cells.,Cancer is caused by changes or mutations in DNA.,0.94713294506073
894,1788,Dams provide enough water for people and farmers during the summer.,Dams provide enough water for people and farmers during the summer.,0.9786502122879028
895,1790,Pomegranate extract may be beneficial against several forms of arthritis.,Pomegranate extract may be beneficial against several forms of arthritis.,0.9220091104507446
896,1791,Exports can create jobs and boosts economic growth,Exports can create jobs and boosts economic growth,0.8877226114273071
897,1792,he is mainly a ceremonial figurehead symbol of national unity and state continuity,"if the monarch’s power is subject to a constitution,he is mainly a ceremonial figurehead symbol of national unity and state continuity",0.9441361427307128
898,1793,Micheal has a contagious disease.,Micheal has a contagious disease.,0.9437882304191588
899,1796,Sweating gives the chest's best performance, workout give the chest's best performance,0.9136066436767578
900,1797,Internet gives you the ability to learn about education,Internet changes the lives of millions of people around the world,0.9110058546066284
901,1798,Digitalisation can bring about digital transformation,Digitalisation can transform markets,0.9075072407722472
902,1801,Customers leave a good impression on customers,Successful restaurants leave a good impression on customers,0.912491738796234
903,1802,If you try not to “catch” someone’s yawn the urge to yawn increases.,If you try not to “catch” someone’s yawn the urge gets even stronger.,0.966825306415558
904,1803,"An airport for use by seaplanes and amphibious aircraft,typically includes a runway","An airport for use by seaplanes and amphibious aircraft,typically includes a stretch of open water for takeoffs and landings, and seaplane docks for tying-up",0.9402475953102112
905,1804,Frank Sheeran’s relation with his oldest daughter was ended.,Frank Sheeran’s relation with his oldest daughter was ended.,0.880031168460846
906,1805,the time of the year is summer,the time of the year is summer,0.9081089496612548
907,1806,Brain stroke is a serious disease., smoking increases the risk of having a severe damages and even death to people.,0.907118022441864
908,1808, epistemology is the theory of knowledge.,In a philosophical context study of knowledge in general and examples of philosophical are what knowledge means and how a person gets to know something and what the basis for true knowledge is. ,0.9078539609909058
909,1809,People's life in danger.,Poor engineering design considerations put people's life in danger.,0.9231920838356018
910,1811,"Washing, styling and coloring your hair can damage the cuticle.","Washing, styling and coloring your hair can damage the cuticle, and your hair start to drying.",0.9565133452415466
911,1813,Improving air quality improves air quality.,Education should play a major role in efforts to improve air quality.,0.9408817887306212
912,1814,a large percentage of the population is illiterate,a large percentage of the population is illiterate,0.8887718915939331
913,1817,We'll have to drive further and further away to shop at a real store.," If everyone started doing all their shopping online, we'll have to drive further and further away to shop at a real store. ",0.9610450863838196
914,1818,California has high taxes,California require high tax payments,0.9030657410621644
915,1820,"As asthma sufferers, we often hear the wheezing of our lungs.",As asthma sufferers may also make wheezing.,0.8952856063842773
916,1821,being true to ourselves a way to express our gratitude,"being true to ourselves a way to promote feeling of confident, optimistic, and energetic",0.9408855438232422
917,1824,there's strong tendency of the moonsons to ascend and produce high levels of rain in warmer seasons of the year,there's strong tendency of the moonsons to ascend and produce copious amounts of rain in warmer seasons of the year,0.8723553419113159
918,1825,this route will have a high amount of traffic,this route will have improved traffic flow,0.9198226928710938
919,1826,Mazandaran has temperate weather.,Mazandaran has temperate weather.,0.9125791788101196
920,1827,Fatigue leave you bloated and uncomfortable when you're flying ,Drinking Fizzy drinks leave you bloated and uncomfortable when you're flying ,0.9348039627075196
921,1828,"When you have an online ordering system, you have to access your account","When you have an online ordering system, customers Take their time to browse whole of the menu",0.9303846955299376
922,1829,the plants in the back yard have a lack of oxygen,the plants in the back yard are in the lack of oxygen,0.9376063346862792
923,1830, genetic damage can bring about problems such as skin cancer,excessive exposure to UV-B radiation can bring about problems such as skin cancer,0.9201382398605348
924,1832, export foods and have a remarkable income of this way.,Scientific innovations and technological improvements contributed to  export foods and have a remarkable income of this way.,0.9269407391548156
925,1834,Sewage can be monitored for both disease-causing and benign organisms,"Sewage can be monitored for both disease-causing and benign organisms with filtering, staining, and examining samples under a microscop",0.9778788089752196
926,1836,dieters can not feel happy.,dieters can not feel happy.,0.9399322271347046
927,1837,The whole family could face financial disadvantages,"When parents decide to homeschool their children, the whole family could face financial disadvantages",0.938893735408783
928,1839,The sinking of a Hungarian ship caught the attention of FBI.,Keyser Söze caught the attention of FBI.,0.9843567609786988
929,1842,The coroner assigned the case as homicide.,Police assigned the case as homicide.,0.9152932167053224
