,Unnamed: 0.1,Unnamed: 0,Premise 1,Premise 2,Conclusion,Premise 1_f1,Premise 2_f1,index
703,694,630,The Catagen period usually lasts two or three weeks.,The Catagen period usually lasts two or three weeks.,The Catagen period usually lasts two or three weeks.,0.9292126893997192,0.8835633993148804,1394
704,695,631,"The monarch rules by decree, promulgate laws, and impose punishments","In an absolute monarchy, the monarch rules as an autocrat, with the authority to regulate the government","In an absolute monarchy, the monarch rules as an autocrat, with the right to rule by decree, promulgate laws, and impose punishments",0.930410385131836,0.9692816138267516,1395
705,696,1106,Internet malfunction cost online retailers a significant amount of income.,Internet malfunction cost online retailers a significant amount of income.,Internet malfunction cost online retailers a significant amount of income.,0.9416049122810364,0.8776108622550964,1397
706,697,1599,"I try not to watch TV during days, then I have more time to do what I want.","When people have more time to do what they want, productivity, freedom and so on.","I try not to watch TV during days, then I have more time to do what they want, productivity, freedom and so on.",0.9583839774131776,0.954396426677704,1400
707,698,2064,In-house solutions allow for more flexibility,Customers bring about a tailored experience for everyone,In-house solutions bring about a tailored experience for everyone,0.9381312131881714,0.9385095834732056,1401
708,699,2065,Experiences of inferiority can lead to violence,Low crime rates may materialise as high crime rates,Experiences of inferiority may materialise as high crime rates ,0.9329404830932616,0.9107550978660583,1402
709,700,152,"Kidney disease is a number of diseases like deposition of the Immunoglobulin A, antibodies in the glomerulus.",Osteoporosis may also occur due to cancer.,"Osteoporosis may also occur due to a number of diseases like deposition of the Immunoglobulin A, antibodies in the glomerulus.",0.9606344103813172,0.9639753699302672,1404
710,701,1107,Archaeological raids targeted Greek empire as their religion and philosophy idol.,The Romans targeted Greek empire as their religion and philosophy idol.,Ancient Romans targeted Greek empire as their religion and philosophy idol.,0.8780189752578735,0.8968971967697144,1405
711,702,2066,Top-tier employees would rather work in franchises,Top-tier employees would rather work in franchises,Top-tier employees would rather work in franchises,0.9679586291313172,0.8984151482582092,1407
712,703,2067,Having an online bank account is necessary to making a profitable investment,Having an online bank account allows you to access your bank account instantly,Having an online bank account is necessary to making a profitable investment,0.913174331188202,0.9099605679512024,1411
713,704,632,Tourism industry contributes to the growth of tourism.,Tourism plays a significant role in economical development of every country.,Tourism industry plays a significant role in economical development of every country.,0.9072213768959044,0.959244668483734,1414
714,705,633,the risk of experiencing depression is high in old people,the risk of experiencing depression is high in old people,the risk of experiencing depression is high in old people,0.9146008491516112,0.8749186992645264,1415
715,706,1108,"loss of natural wetlands, the spread of water-borne diseases, and land degradation through salinization and waterlogging can lead to climate change",Agricultural water usage can also give rise to land degradation,"Agricultural water usage can also give rise to the destruction of natural wetlands, the spread of water-borne diseases, and land degradation through salinization and waterlogging",0.9621185064315796,0.9698174595832824,1416
716,707,634,Someone spilled a toxic chemical on the spot in my front yard,A toxic chemical on the spot in my front yard,Someone spilled a toxic chemical on the spot in my front yard,0.903780996799469,0.91379714012146,1419
717,708,1600,Pets are not usually welcomed on planes and trains,Pets are not usually welcomed on planes and trains,Pets are not usually welcomed on planes and trains,0.9697979688644408,0.8834642767906189,1420
718,709,2068,Developing communication skills increases your marketability.,"Becomeing a better communicator and listener, requires learning American sign language.","Becomeing a better communicator and listener, increases your marketability.",0.9331191182136536,0.9539099335670472,1422
719,710,1109,Tar or Lut was the earliest version of the modern day guitar invented by Iranians.,Tar and Lut are the earliest version of the modern day guitar invented by Iranians.,The earliest version of the modern day guitar invented by Iranians.,0.922013819217682,0.934268355369568,1424
720,711,1110,The soil is subject to erosion during the next years.,"Without the protection of the trees, the land is subject to floods.","Without the protection of the trees, the land is subject to erosion during the next years.",0.9689208269119264,0.965842306613922,1429
721,712,1111,liver can prevent bone deformitiesn and bone pains.,Vitamin D can prevent bone deformitiesn and bone pains.,liver can prevent bone deformitiesn and bone pains.,0.868906557559967,0.9431803226470948,1430
722,713,1601,stress can lead to toxic levels of stress. ,Experiencing racism event can lead to aggressive behavior.,Experiencing racism event can lead to toxic levels of stress.,0.9420638680458068,0.9276524782180786,1431
723,714,1112,Enhanced hair mass might be essential to beauty and being handsome.,applying onion juice to the scalp might be essential to maintaining voluminous hair.,applying onion juice to the scalp might be essential to beauty and being handsome.,0.9556963443756104,0.9564943313598632,1432
724,715,635,Brown sugar is a type of sugar.,Mold has darker color and supplies a small amount of vitamins and minerals.,Brown sugar has darker color and supplies a small amount of vitamins and minerals.,0.910892128944397,0.9340558648109436,1436
725,716,1602,Selenium is a powerful antioxidant that is known to be a great source of Selenium.,Selenium is a powerful antioxidant that helps defend the body from oxidative stress.,"Selenium is a powerful antioxidant that helps defend the body from chronic diseases, such as heart disease and cancer.",0.8420911431312561,0.90913063287735,1438
726,717,1603,Living in an apartment can allow for flexibility,relaxing can bring about peace of mind,Living in an apartment can bring about peace of mind,0.9442719221115112,0.9294146299362184,1439
727,718,1604,we are responsible for the destruction of oceans,we are responsible for the death of many sea creatures,we are responsible for the death of many sea creatures,0.9471811652183532,0.9419447183609008,1442
728,719,636,Creativity allows for problem-solving,Social media is a unique platform for sharing ideas,Social media is a unique platform for problem-solving,0.9323563575744628,0.9877471327781676,1445
729,720,1113,Duckweed is a great source of water.,Growing food crops can free up the land for farming food crops.,Duckweed can free up the land for farming food crops.,0.9465221166610718,0.9520993232727052,1446
730,721,1114,"Using models of transport forecasting,the transfer process allows for efficient transport",allows for high utilization and less impact regarding new infrastructure,"Using models of transport forecasting,allows for high utilization and less impact regarding new infrastructure",0.9155056476593018,0.9406111240386964,1447
731,722,1115,The secret to execute top organizational goals is to hire qualified people,The secret to execute top organizational goals is to hire highly skilled people,The secret to execute top organizational goals is to hire qualified people,0.9376698136329652,0.9281260371208192,1448
732,723,1116,Low-income countries results in highest rate of start-ups.,Jobless people have few employment options.,Not having many employment options results in highest rate of start-ups.,0.9680145382881165,0.9383593201637268,1450
733,724,1117,A regulary occurring climate pattern changes.,ElNin?o makes the waters of the central and eastern Pacific warmer than normal.,A regulary occurring climate pattern makes the waters of the central and eastern Pacific warmer than normal.,0.9019150733947754,1.000000238418579,1452
734,725,1605,stopping smoking can contribute to wrinkles,Carbon dioxide in the bloodstream looks better,stopping smoking can contribute to skin looks better,0.9456638693809508,0.8897544145584106,1453
735,726,2069,Companies with better customer service tend to offer more efficient services,Customers value their time and respond well to companies with better customer service,Customers value their time and respond well to companies with better customer service,0.9490240216255188,0.959788143634796,1454
736,727,153,people who are less likely to experience tension while shopping tend to purchase new products,one big reason consumers still visit physical stores is that they are less likely to feel uncomfortable,one big reason consumers still visit physical stores is that they are less likely to experience tension while shopping,0.90130215883255,0.934216856956482,1456
737,728,2070,long-term high blood sugar levels can damage nerves.,Stressing out can contribute to numbness.,long-term high blood sugar levels can contribute to numbness.,0.9777387976646424,0.9222955107688904,1457
738,729,637,Edward Bloom fell in love with the girl he just met.,Edward Bloom fell in love with the girl he just met.,Edward Bloom fell in love with the girl he just met.,0.9335299134254456,0.8792662024497986,1458
739,730,1118,active family environment can control the behavior of adolescents. ,People who have a good relatinship with classmates in adolesents can control their behavior.,active family environment can control having a good relatinship with classmates in adolesents. ,0.9736197590827942,0.8905020356178284,1459
740,731,1606,Tourism can disrupt traditional value systems of a host community. ,Young people can change traditional value systems of a host community. ,Tourism can change traditional value systems of a host community. ,0.945219337940216,0.9090904593467712,1461
741,732,1607,"People cause them to stray from their natural habits and ignore their instincts, and instead rely on the easy answers we’ve provided.",Feeding wild birds have some negative impact on birds.,"Feeding wild birds have some negative impact on birds like when people cause them to stray from their natural habits and ignore their instincts, and instead rely on the easy answers we’ve provided.",0.9486810564994812,0.9543975591659546,1462
742,733,154,Hawkeye has super combat skills.,Superman has super combat skills.,Hawkeye has super combat skills.,0.9206397533416748,0.9229952692985536,1463
743,734,1608,you're in a comfortable work space,you work better and more efficiently when you're not stressed,you work better and more efficiently when you're in a comfortable work space,0.9212223887443542,0.9685468077659608,1469
744,735,1609,Eating disorders are becoming more prevalent in Western countries.,Eating disorders are becoming more prevalent in non-Western countries.,Eating disorders are becoming more prevalent in non-Western countries.,0.9111199378967284,0.9483233094215392,1471
745,736,638,"by change in agriculture, Metal plows increased the production of crops",increased land use allowed surplus crops,"by change in agriculture, Metal plows allowed surplus crops",0.9596814513206482,0.8785767555236816,1473
746,737,1610,Glass may look solid but it is a liquid as well.,Glass may look solid but it is a liquid as well.,Glass may look solid but it is a liquid as well.,0.925210416316986,0.8909599781036377,1475
747,738,2071,"There is a higher risk of skeletal damage at the wrist, spine, hip, knee, foot, and ankle associated with aging.",There is a higher risk of bone loss associated with aging.,"There is a higher risk of skeletal damage at the wrist, spine, hip, knee, foot, and ankle associated with aging.",0.9623859524726868,0.9478265643119812,1476
748,739,1611,Improvement of computer science enabled the development of graphical operating systems.,The invention of smartphones played a main role in the dawn of smartphones.,Improvement of computer science played a main role in the dawn of smartphones.,0.9385183453559875,0.9701781868934632,1477
749,740,2072,The elimination of Escobar's partners in Columbia reduced the crime rate by 70% percent in Columbia.,The elimination of Escobar resulted in the rise of street crime.,The elimination of Escobar dropped the crime rate by 70% percent in Columbia.,0.9337348341941832,0.9120588302612304,1479
750,741,155,Azari Jahromi is a member of the Islamic Golden Age.,Technological advancement provides innovative and modern approach to forthcoming issues.,Azari Jahromi provides innovative and modern approach to forthcoming issues.,0.9028874635696412,0.9092515707015992,1480
751,742,156,facebook is a dangerous corporation,Facebook is a dangerous corporation,facebook is a dangerous corporation,0.9093864560127258,0.8789034485816956,1482
752,743,1119,Waterfalls can occur where a stream or river flows into a glacier,Waterfalls can occur where a stream or river flows into a glacier,Waterfalls can occur where a stream or river flows into a glacier,0.9300900101661682,0.9091366529464722,1483
753,744,157,Virus Infected millions of habitats in Raccoon City.,Umbrella Corps. The Umbrella Corps destroyed the Raccoon City Zoo.,Umbrella Corps. Infected millions of habitats in Raccoon City.,0.9608729481697084,0.9023122191429138,1484
754,745,1120,you're less likely to go bankrupt when you start working on a franchise,"you're less likely to go bankrupt,when you have enough money","you're less likely to go bankrupt ,when you start working on a franchise",0.8778026700019836,0.9112082719802856,1485
755,746,639,People who later received an autism diagnosis tend to start looking very quickly at the object of interest until both are engaging,People who later received an autism diagnosis were less likely to start looking very quickly at the object of interest until both are engaging,"What the researchers found was that, on average, babies who later received an autism diagnosis were less likely to start looking very quickly at the object of interest until both are engaging",0.8970301747322083,0.8979026079177856,1487
756,747,2073,Bill is a barber,Barber is a member of the United States Army,Bill is a barber,0.8980664610862732,0.8559849858283997,1488
757,748,640,Protecting nature save animals of extinction.,Efforts by the Republic of Congo to protect the environment save animals of extinction.,Efforts by the Republic of Congo save animals of extinction.,0.922547459602356,0.9391117095947266,1490
758,749,1612,Less resources are already scarce,Tourism can be very dangerous in places where resources are already scarce,Tourism can be very dangerous in places where resources are already scarce,0.9030062556266784,0.9106503129005432,1494
759,750,1613,France’s government urged people to protest on the streets.,The United States urged people to protest on the streets.,France’s government urged people to protest on the streets.,0.9269360899925232,0.913723886013031,1495
760,751,1614,Child-oriented advertisements promote fantasy.,Fantasy attracts the interest of younger audience.,Child-oriented advertisements attracts the interest of younger audience.,0.9450064897537231,0.981119692325592,1498
761,752,641, peripheral neuropathy is a sign of impaired immune system.,Vitamin B6 can cause peripheral neuropathy.,Overusing the fish can cause peripheral neuropathy.,0.8892340064048767,0.9111461043357848,1500
762,753,2074,Reading spiritual texts brings about an immense sense of calm ,Stressing out brings about an immense sense of calm ,Reading spiritual texts brings about an immense sense of calm ,0.9171117544174194,0.9680392742156982,1501
763,754,1121,scientific results and findings are usually evaluated by the public,scientific results and findings are usually evaluated,scientific results and findings are usually evaluated,0.9572691917419434,0.8762431144714355,1506
764,755,158,R rubber eraser favored students to remove their errors.,English engineer Edward Nairne invented plastic eraser.,English engineer Edward Nairne favored students to remove their errors.,0.932797372341156,0.9515208005905152,1509
765,756,159,Local farmers produced a large amount of agricultural produce.,Growing agriculture facilitated rural industry.,Local farmers facilitated rural industry.,0.92992502450943,0.9768919944763184,1510
766,757,1122,Cropping systems vary among farms depending on the size of the crop,"Plants vary among farms depending on geography and climate of the farm; government policy; economic, social and political pressures; and the philosophy and culture of the farmer","Cropping systems vary among farms depending on geography and climate of the farm; government policy; economic, social and political pressures; and the philosophy and culture of the farmer",0.9523738622665404,0.9482231736183168,1511
767,758,1615,Uninterrupted parental attachment is unhealthy parental attachment,The outcome of doing things for your child that she’s capable of doing herself  is to encourage her independence,The outcome of doing things for your child that she’s capable of doing herself  is  unhealthy parental attachment,0.9067533612251282,0.9714245200157166,1515
768,759,642,Hormone changes our brains function,Not drinking enough water changes our brains function,Not drinking enough water changes our brains function,0.9081751704216005,0.953237533569336,1518
769,760,2075,Depressants can influence your mood and Behavioral.,Major depression can lead to depression.,Major depression can influence your mood and Behavioral.,0.9570570588111876,0.9491751194000244,1520
770,761,2076,Innovation companies are associated with the production of finished goods that is highly desirable to consumers,Innovation companies develop new products,Innovation companies are associated with the production of finished goods that is highly desirable to consumers,0.9304138422012328,0.916750431060791,1522
771,762,1616,Jeff Bezos founded Amazon.,Amazon is the largest Internet company by revenue in the world.,Jeff Bezos founded the largest Internet company by revenue in the world.,0.9520530104637146,0.983570635318756,1524
772,763,2077,Hormone regulation is necessary for health.,Good sleep is necessary for health.,Good sleep is necessary for health.,0.945859968662262,0.924784541130066,1525
773,763,2077,Hormone regulation is necessary for health.,Good sleep is necessary for health.,Good sleep is necessary for health.,0.945859968662262,0.924784541130066,2420
776,764,160,Dutch Van der Linde was a Pinkerton agent.,The Dutch Van der Linde is an outlaw.,Dutch Van der Linde is an outlaw.,0.9359248876571656,0.8571768403053284,1527
777,765,161,Most of us get frustrated with politicians when they're not coherent,Most of us get frustrated with politicians,Most of us get frustrated with politicians,0.8628403544425964,0.9286000728607178,1529
778,766,2078,The Atmospheric Infrared Sounder record of temperature change since 2003.,The Atmospheric Infrared Sounder records the temperature change since 2003.,The Atmospheric Infrared Sounder record of temperature change since 2003.,0.9522132873535156,0.917717456817627,1531
779,767,643,moking can impair your vision., blindness among adults fifty and older.,moking increases the risk of developing blindness among adults fifty and older.,0.8918524980545044,0.9214105606079102,1532
780,768,2079,hiking  may cause dehydration,hiking may lead to dehydration,hiking  may cause dehydration,0.8971901535987854,0.8730888962745667,1536
781,769,2080,A port is also where the cruise ship's supplies are loaded for the cruise,A cruise home port is also known as a port,A cruise home port is also where the cruise ship's supplies are loaded for the cruise,0.9161797761917114,0.8829004168510437,1540
782,770,1617,Robots are capable of underground jobs.,Robots will perform underground jobs., robots will perform underground jobs.,0.9000404477119446,0.9379845261573792,1541
783,771,644,about 50 million americans inhale while they smoke,people inhale while they smoke,about 50 million americans inhale while they smoke,0.908550500869751,0.9034631848335266,1542
784,772,645,Magma often does not attain the surface but cool and solidify at depth,magma often has a high amount of calcium,magma often does not attain the surface but cool and solidify at depth,0.944321632385254,0.9343829154968262,1543
785,773,2081,Jimmy Carter failed to execute Eagle Claw.,The operation Eagle Claw made USA embarrassed in the world.,Jimmy Carter made USA embarrassed in the world.,0.9186278581619264,0.9827796816825868,1544
786,774,1123,Asthma affects about 60 percent of people who have asthma in the United States.,A condition when Asthma and allergies happen together is called bronchitis.,A condition when Asthma and allergies happen together affects about 60 percent of people who have asthma in the United States.,0.9866774082183838,0.946420967578888,1546
787,775,2082,Industrialization increases the population of animals,increased population increases Raccoon’s population,Industrialization increases Raccoon’s population,0.93525630235672,0.9185338020324708,1547
788,776,1124,there is a definite link between smoking and death.,there is a definite link between  respirationl troubles and death.,there is a definite link between  respirationl troubles and death.,0.8832770586013794,0.9366196393966676,1549
789,777,1125,people who are fired become jobless and poor,globalization makes people dependent on their employers for income,globalization make people who are fired become jobless and poor,0.930215060710907,0.8777250647544861,1551
790,778,1126, tropical fruits with a pleasant fragrance and a sweet flavour can be deadly.,Sodiums can cause hypoglycemia (low blood sugar) and a dangerous brain dysfunction that may be deadly.,"In specific circumstances, unripe tropical fruits with a pleasant fragrance and a sweet flavour can cause hypoglycemia (low blood sugar) and a dangerous brain dysfunction that may be deadly.",0.9318286776542664,0.9551258087158204,1552
791,779,2083,People who suffer from depression should take warm bath in afternoon.,People who suffer from depression should take warm bath in afternoon.,People who suffer from depression should take warm bath in afternoon.,0.900934100151062,0.9096735715866088,1553
792,780,1127,misuse of antibiotics in humans and animals can lead to infections. ,"Obesity contributes to longer hospital stays, higher medical costs and more mortality.","misuse of antibiotics in humans and animals contribute to longer hospital stays, higher medical costs and more mortality.",0.967693567276001,0.9656826853752136,1558
793,781,162,Talking with your child can help them deal with bad behaviours,Talking with your child about their problems could help them make better decisions,Talking with your child about their problems could help them deal with bad behaviours,0.8919069766998291,0.943539261817932,1559
794,782,163,"thanks to the Internet, people can shop online any time of the day or night.",people can shop online any time of the day or night.,"thanks to the Internet, people can shop online any time of the day or night .",0.9064606428146362,0.9521238803863524,1562
795,783,1618,Steam vessels speed up of the global transport,The 19th century also saw the invention of the steamboat,The 19th century also saw the speeding up of the global transport,0.924752950668335,0.981457769870758,1564
796,784,2084,Most college students look for apartment units that are affordable,Most college students look for apartment units,Most college students look for apartment units,0.9055351614952089,0.9093835353851318,1566
797,785,164,Living in tehran can lead to polluted cities,Carbon dioxide can reduce your lifespan,Living in tehran can reduce your lifespan,0.912751078605652,0.9168897271156312,1569
798,786,646,Better decisions can change your life,Morning exercise can help you relax,Morning exercise can change your life,0.9523186683654784,0.905080020427704,1570
799,787,647,"Decorative stones such as quartzite, small river stones or crushed glass are popular among landscape designers",Carbon dioxide is popular among landscape designers,"Decorative stones such as quartzite, small river stones or crushed glass are popular among landscape designers",0.9355857968330384,0.8937200307846069,1572
800,788,165,"in male-dominated industries, women are often valued","In male-dominated industries, women will feel less motivated to do their job","in male-dominated industries, women will feel less motivated to do their job",0.9647069573402404,0.9312720894813538,1573
801,789,648,This is the first time scientists have created a specific visual perception with lab trickery.,Laser light is a technique that uses laser light to activate nerve cells in the brain called neurons.,"This is the first time scientists have created a specific visual perception with lab trickery which a technique that uses laser light to activate nerve cells in the brain called neurons, is used.",0.9694650769233704,0.975026309490204,1575
802,790,649,Improved social and health services allow for more efficient reproduction.,Social inequality exceeds the possibility of reproduction.,Improved social and health services exceeds the possibility of reproduction.,0.942651093006134,0.9442057609558104,1576
803,791,2085,The Enclosure movement and the British Agricultural Revolutionorganized the agriculture industry,The Enclosure movement forced the farmers who could no longer be self-sufficient in agriculture into the cottage industry,The Enclosure movement and the British Agricultural Revolution forced the farmers who could no longer be self-sufficient in agriculture into the cottage industry,0.9300087094306946,0.9352112412452698,1580
804,792,166,Acupuncture involves placing small sharp needles in different parts of the body.,Experts say Chinese people living almost five-thousand years ago treated tooth pain by acupuncture.,Experts say Chinese people living almost five-thousand years ago treated tooth pain by placing small sharp needles in different parts of the body.,0.9929292798042296,0.9999998807907104,1581
805,793,1619,High levels of fiber can help with digestion,Eating quality dark chocolate can help with digestion,Eating quality dark chocolate can help with digestion,0.935308575630188,0.928623378276825,1582
806,794,1620,Hideo Kojima wrote Metal Gear Solid.,Metal Gear earned Konami a prominent reputation.,Hideo Kojima earned Konami a prominent reputation.,0.9748733043670654,0.9506741762161256,1585
807,795,2086,Milk contains Niacin.,Vitamin B3 helps the body in releasing energy from food.,milk surely helps the body in releasing energy from food.,0.9286796450614928,0.9668400883674622,1587
808,796,1621, mold is a type of fungus that can grow on the walls and floors of homes.,Mold is a type of fungus that can grow on the walls and floors of homes.,"A study by the Environmental Protection Agency estimates that twenty-one percent of asthma in the United States is linked to a type of fungus that can grow on the walls and floors of homes, that is commonly found in wet or damp areas like bathrooms, kitchens and basements.",0.951872169971466,0.8803279995918274,1589
809,797,2087,loss of hearing loss that contains tiny hair cells can cause hearing loss.,Damge to inner part of the ear can cause hearing loss.,Damge to inner part of the ear that contains tiny hair cells can cause hearing loss.,0.8718957304954529,0.8903915882110596,1591
810,798,650,"The majority of jobs regarding adding structure to real property or construction of buildings,are construction","The majority of jobs regarding building a buildingare small renovations, such as addition of a room, or renovation of a bathroom","The majority of jobs regarding adding structure to real property or construction of buildings,are small renovations, such as addition of a room, or renovation of a bathroom",0.9081990718841552,0.9545249342918396,1594
811,799,1128,russia is one of the main sources of international trade,russia can use economics of scale to develop an endogenous domestic growth,russia can use economics of scale to develop an endogenous domestic growth,0.8406950235366821,0.9177697896957396,1597
812,800,167,Today pre-apprenticeship training may be gained through vocational training, vocational training may be gained through high school shop classes and community colleges,Today pre-apprenticeship training may be gained through high school shop classes and community colleges,0.9735282063484192,0.9124296307563782,1599
813,801,2088,"Various highly-developed gadgets, connected to the Internet, allow for instant communication.",Improving communication makes people more friendly together.,"Various highly-developed gadgets, connected to the Internet, make people more friendly together.",0.9522866010665894,0.9329079389572144,1600
814,802,168,"the academic discipline of managing and understanding fisheries, provides an integrated picture of fisheries","fisheries science is a multidisciplinary science, which draws on the disciplines of oceanography, marine biology, marine conservation, ecology, population dynamics, economics and management","the academic discipline of managing and understanding fisheries,is a multidisciplinary science, which draws on the disciplines of oceanography, marine biology, marine conservation, ecology, population dynamics, economics and management in an attempt to provide an integrated picture of fisheries",0.8842539191246033,0.8975565433502197,1601
815,803,1622,When you want to teach others you share your experiences with them.,When you ask questions you keep the information longer.,When you want to teach others you keep the information longer.,0.9655972719192504,0.8815153241157532,1602
816,804,2089,Short-term changes quicken the organizational function,Visionary leaders lead by example,Visionary leaders quicken the organizational function,0.9178138375282288,0.9015365839004515,1604
817,805,1623,Side effects of onion are nausea.,Side effects of eating too much onion might include nausea., Side effects of eating too much onion might contribute to nausea.,0.9013109803199768,0.9768383502960204,1605
818,806,1129,"in online shopping, You can't determine texture, fabric or durability ","in online shopping, you can't determine texture, fabric or durability by looking at a photo","in online shopping, You can't determine texture, fabric or durability ",0.9232758283615112,0.9155258536338806,1606
819,807,651,Rabbit can do just fine regardless of human influence.,Rose-breasted Grosbeak can do just fine regardless of human influence.,Rose-breasted Grosbeak can do just fine regardless of human influence.,0.9472357034683228,0.9327852725982666,1607
820,808,169,Developing skilled workers has the fundamental to be successful,companies that hire freelancers have the fundamental to be successful,companies that hire freelancers has the fundamental to be successful,0.885565996170044,0.9122379422187804,1608
821,809,170,construction employers must train workers in proper communication,workers must Train workers about job hazards in a language that they can understand,construction employers must Train workers about job hazards in a language that they can understand,0.9330609440803528,0.9409392476081848,1614
822,810,171,sahar's friend is angry at her,sahar's friend is angry at her,sahar's friend is angry at her,0.8685929179191589,0.9195917248725892,1615
823,811,1624,Multiple thoughts of death can lead to suicide,Depression is usually observed in homeless people,"Multiple thoughts of death, is usually observed in homeless people",0.9258992671966552,0.9626249074935912,1616
824,812,652,Higher IQ's tend to have higher IQ's,People who solve puzzles tend to have higher IQ's,People who solve puzzles tend to have higher IQ's,0.9161831140518188,0.8813946843147278,1618
825,813,1130,rising sea levels increase the probability of happening flood.,Global warming increases sea levels.,Global warming increase the probability of happening flood.,0.9333951473236084,0.9268603324890136,1620
826,814,1625,The part of the heart that was receiving the blood no longer gets the oxygen and nutrients it needs and dies.,"If you continue to eat too much salt then, over time, the heart that was receiving the blood no longer gets the oxygen and nutrients it needs and dies.","If you continue to eat too much salt then, over time, the part of the heart that was receiving the blood no longer gets the oxygen and nutrients it needs and dies.",0.957386314868927,0.925174593925476,1623
827,815,2090,"Due to high technologies, the chances of accidents are minimized",The chances of clashing with other trains are minimized,"Due to high technologies, the chances of clashing with other trains are minimized",0.9230861067771912,0.933962106704712,1625
828,816,1131,"in a system where the public elects the president through free and fair elections,",The presidency serves as both the head of state and head of government controlling most of the executive powers,"in a system where the public elects the president through free and fair elections,The president serves as both the head of state and head of government controlling most of the executive powers",0.9550629258155824,0.957775890827179,1626
829,817,653,"rising sea levels often happens by the reason of either a global sea level change, or a local uplift",an emergent coastline is a coastline which often happens by the loss of water level,"an emergent coastline is a coastline which often happens by the reason of either a global sea level change, or a local uplift",0.9743533134460448,0.9396414160728456,1629
830,818,1132,Natural light is known to be a great source of light,Disturbance is known to fight the feelings of fogginess,Natural light is known to fight the feelings of fogginess,0.8984355330467224,0.9683247208595276,1632
831,819,654,"If you seek to change the world, you’ll be required to develop a strong bond of loyalty",Develope a healthy relationship with your parents,"If you seek to change the world, you’ll be required to develope a healthy relationship with your parents",0.9450843930244446,0.9237929582595824,1636
832,820,1133,"after world war 1, lots of people were killed.",People lose weight.,"after world war 1, lots of people lose weight.",0.9487891793251038,0.9308069348335266,1639
833,821,655,Ackee fruits are the national fruit of Jamaica and have a slightly savoury taste.,Ackees are not ripe.,"The national fruit of Jamaica and have a slightly savoury taste, that are not ripe can cause severe vomiting and other unpleasant symptoms.",0.9911227226257324,0.8641126155853271,1641
834,822,1626,using non-biodegradable products more reduces the amount of carbon dioxide in land.,Land degradation will have an impact on land pollution.,using non-biodegradable products more will have an impact on land pollution.,0.93572199344635,0.9370961785316468,1648
835,823,1627,"Infrastructure includes large public works, dams, bridges, highways, railways, water or wastewater and utility distribution","Infrastructure includes public works, dams, bridges, highways, railways, water or wastewater and utility distribution","Infrastructure includes large public works, dams, bridges, highways, railways, water or wastewater and utility distribution",0.9616735577583312,0.844901978969574,1649
836,824,1134,Overusing antibiotics leads to a great number of infections – such as pneumonia,misuse of antibiotics in humans and animals leads to a great number of infections,misuse of antibiotics in humans and animals leads to a great number of infections – such as pneumonia,0.9555448293685912,0.955735683441162,1651
837,825,2091,Uranus smells like hydrogen sulfide.,Hydrogen sulfide smells like your flatulence.,Uranus smells like your flatulence.,0.9156917333602904,0.920401096343994,1656
838,826,1628,"Floods are a menace, for others it's a Godsend.",For some a small floating plant that grows on still ponds is a Godsend.,"For some a small floating plant that grows on still ponds is a menace, for others it's a Godsend.",0.9551917910575868,0.9446201324462892,1657
839,827,1135,3D printers are capable of printing artificial body parts.,Completing a prosthetic body makes life easier for disabled individuals.,3D printers make life easier for disabled individuals.,0.9483991861343384,0.9487671256065368,1658
840,828,1629,Special dentist that are trained to repair the gum areas that have been damaged.,Gum disease can be treated by a special dentist.,Gum disease can be treated by a special dentist that are trained to repair the gum areas that have been damaged.,0.952363669872284,0.9747231602668762,1659
841,829,656,Changes in the intensity of sunlight that reaches the Earth's surface can cause changes in the seasons,divisions of the year are marked by changes in the temperature,"In temperate and polar regions,divisions of the year are marked by changes in the intensity of sunlight that reaches the Earth's surface",0.9344760179519652,0.8826600313186646,1661
842,830,2092,Many of us turn to music as a source of much-needed comfort.,"When we loss somebody, many of us turn to music.","When we loss somebody, many of us turn to music as a source of much-needed comfort.",0.9634900093078612,0.9291694760322572,1662
843,831,657,Using advanced analytical tools is useful to discover patterns and make sound financial decisions.,Microsoft Excel is a web application.,Microsoft Excel is useful to discover patterns and make sound financial decisions.,0.9915298819541932,0.9363806843757628,1663
844,832,1136,Mediterranean diet is rich in olive oil.,Olive oil has beneficial effects on blood sugar and insulin sensivity.,Mediterranean diet has beneficial effects on blood sugar and insulin sensivity.,0.9346861243247986,0.9604253768920898,1664
845,833,2093,Bruce Banner is the creature called “the Hulk”.,Too much action and loud voice turn Bruce Banner into the Hulk.,Too much action and loud voice turn Bruce Banner into the creature called “the Hulk”.,0.9565231800079346,0.91789448261261,1668
846,834,172,High blood sugar is a risk factor for dementia.,Drinking sugary soda oftenly increases blood sugar.,Drinking sugary soda oftenly is a risk factor for dementia.,0.9286816120147704,0.9398940205574036,1673
847,835,2094,DHA is a major structural component of your eyes.,"DHA may help prevent macular degeneration, which can cause vision impairment and blindness.","A major structural component of your eyes, may help prevent macular degeneration, which can cause vision impairment and blindness. ",1.0,1.0,1677
848,836,658,Solar panels are non-electric,Sunlight can not function during cloudy and rainy days,Solar panels can not function during cloudy and rainy days,0.9148367643356324,0.9365047812461852,1678
849,837,2095,Antioxidants can help to relieve constipation.,Probiotics reduce the number of bowel movements of a person.,Probiotics can help to relieve constipation.,0.8692649006843567,0.8992645740509033,1680
