,Unnamed: 0,index,Premise 1,Premise 2,Conclusion,Premise 1_f1,Premise 2_f1
632,139,1284,Reducing the number of calories you absorb from food can help weight loss.,Probiotics help to deplete your body stores and lose weight.,Probiotics can help weight loss.,0.9128302931785583,0.9217257499694824
633,2046,1288,Psychologists usually regard self-esteem as a characteristic that has permanent features. ,low self-esteem is a characteristic that influences our behaviour across many situations. ,Psychologists usually regard self-esteem as a  characteristic that influences our behaviour across many situations. ,0.9685807228088379,0.9261506795883179
634,621,1290,Ice covered areas are dangerous for driving now.,Vancouver streets are slippery now.,Vancouver streets are dangerous for driving now.,0.9465945959091187,0.936412513256073
635,2047,1291,Cleanliness is possible because of cleaners,Things from previous guests may remain in the room because of cleaners forgetting to check everything,Things from previous guests may remain in the room because of cleaners,0.8959034085273743,0.9436056613922119
636,140,1295,It's better to Qatar's entrepreneurs to seek global customers,It's better to Qatar's entrepreneurs to seek global customers,Its better to Qatar's entrepreneurs to seek global customers,0.8826181292533875,0.8663052916526794
637,141,1298,journalists are expected to be politically neutral,publications that are not politically neutral are supposed to be politically neutral,journalists are expected to be politically neutral,0.9500061273574829,0.8837713599205017
638,1584,1300,local environmental conditions and beta diversity patterns of each biological group contribute to the establishment of better conditions for some kinds of fish,tributaries in the downstream direction from the main river impoundment have various environmental effects,tributaries in the downstream direction from the main river impoundment contribute to the establishment of better conditions for some kinds of fish,0.9090356826782227,0.9426165819168091
639,2048,1301,Chemicals give off poisonous gas,many household products contain toxic chemicals,many household products give off poisonous gas,0.9544196128845215,0.9900115728378296
640,2049,1302,biased towards the rich can increase inequality,The benefits of globalization can make rich people to get the most benefits,The benefits of globalization can increase inequality,0.910610556602478,0.9278890490531921
641,2050,1303,Drinking water can help you lose weight,Weight loss contributes to a healthy lifestyle,Drinking water contributes to a healthy lifestyle,0.9678649306297302,0.9733644723892212
642,622,1304,Wearing sunglasses during the morning commute home allows workers to retreat from the light.,Sunlight helps shift workers to have quality sleep.,Wearing sunglasses during the morning commute home help shift workers to have quality sleep,0.9584168791770935,0.9231947660446167
643,142,1305,"moving products from producer to consumer involves storage, transport, transshipment, warehousing, material-handling, and packaging",Logistics refers to the process of sending goods from the manufacturer to the purchaser,"Logistics refers to storage, transport, transshipment, warehousing, material-handling, and packaging",0.953348696231842,0.9615352153778076
644,1585,1307,reading books help non-native speakers to absorb the words of another language.,Exposure to context helps pepole's speaking and writing fluency.,reading books help non-native speakers to enhance pepole's speaking and writing fluency.,0.9529706239700317,0.9053977727890015
645,1586,1308,People living in hot and humid weather are more likely to get dehydrated.,People living in hot and humid weather are more likely to get dehydrated.,People living in hot and humid weather are more likely to get dehydrated.,0.9130344390869141,0.8782972097396851
646,2051,1310,tea is a great source of manganese.,Manganese helps the body activate some of the enzymes in the body.,tea will help the body activate some of the enzymes in the body.,0.9869689345359802,0.9790151119232178
647,143,1312,Columbus sailings discovered a new route to India.,Sailing across the Atlantic Ocean resulted in the discovery of America.,Columbus sailings resulted in the discovery of America.,0.9322905540466309,0.9318124651908875
648,2052,1313,The rose is a member of the same family of plants as the rose.,The cherry flower is a member of the same family of plants as rose.,The cherry flower in early springs.,0.9330582618713379,0.9837521314620972
649,144,1316,Prolonged media use can result in consuming unwholesome food,Food addiction adversely affect growth in children,Prolonged media use can adversely affect growth in children ,0.9342395067214966,0.9387267827987671
650,623,1318,Individual learning promotes positive behavior. ,Using technology in education creates a learning environment.,Using technology in education  promotes positive behavior. ,0.9249398708343506,0.9710444808006287
651,145,1319,"Parmesan cheese, Cheddar cheese and Soy sauce contain so much salt and monosodium glutamate.",The Mayo Clinic says salt and monosodium glutamate are suspected of causing migraines.,"The Mayo Clinic says Parmesan cheese, Cheddar cheese and Soy sauce are suspected of causing migraines.",0.9999999403953552,0.9657092094421387
652,1587,1320,Undercutting of overhanging slopes results in the extra stress on cliff material and a greater probability of the falling the slope material,Wave-cut notches happen due to weakened pressure,Wave-cut notches happen due to the extra stress on cliff material and a greater probability of the falling the slope material,0.9170833230018616,0.9286749958992004
653,1099,1321,Pre-workout supplements frequently contain artificial sweeteners.,"A food additive that provides a sweet taste like that of sugar while containing significantly less food energy than sugar-based sweeteners, making it a zero-calorie or low-Calorie sweetener or sugar alcohols.","Pre-workout supplements frequently contain a food additive that provides a sweet taste like that of sugar while containing significantly less food energy than sugar-based sweeteners, making it a zero-calorie or low-calorie sweetener or sugar alcohols.",0.9769349694252014,0.9659532904624939
654,146,1322,Nearly all dreams occur during rapid eye movement (REM) sleep.,"REM sleep undergoes a number of physiological changes including increased brain activity, heart rate, and breathing rate.","Nearly all dreams occur during undergoing a number of physiological changes including increased brain activity, heart rate, and breathing rate.",0.991325318813324,0.9647585153579712
655,1588,1323,The red giant is a star at end of its life,“Mira A” is a red giant,“Mira A” is a star at end of  its life,0.916912853717804,0.9738082885742188
656,2053,1324,Evaluation of smell is the first step in determining which species belong to the first group.,Bengal tiger is one of the most famous cats.,Bengal tiger has a keen sense of smell.,0.8847851157188416,0.8827601671218872
657,1589,1335,Apartment complexes put money in for the security of their inhabitants,Investing in the overall safety of residents can contribute to creating a peaceful environment,Apartment complexes can contribute to creating a peaceful environment,0.9423292875289917,0.9606025218963623
658,2054,1337,the exam time pressure can lead to stress,extra stress can lead to extra stress,the exam time pressure on students can lead to extra stress,0.9312583208084106,0.9266484975814819
659,2055,1338,Vasco da Gama discovered the sea route to India.,The discovery of the sea route to India opened the way for the Portuguese to establish a long-lasting colonial empire in Asia.,Vasco da Gama opened the way for the Portuguese to establish a long-lasting colonial empire in Asia.,1.0,0.995680034160614
660,1100,1339,Parrots are able to distinguish themselves from other animals.,parrots are smart.,parrots are able to distinguish themselves from other animals.,0.9773431420326233,0.9452360272407532
661,1590,1340,Hosting a major sporting event like the Olympics can generate enormous public costs,costing large sums of money can put taxpayers under pressure,hosting a major sporting event like the Olympics can put taxpayers under pressure,0.9676156044006348,0.9208170771598816
662,2056,1342,Special molecular structure produces polarity.,"The polarity of molecules gives them unique properties, such as a relatively high boiling point and high specific heat.","Special molecular structure gives water unique properties, such as a relatively high boiling point and high specific heat.",0.9249106049537659,0.9689515233039856
663,2057,1344,"the coastline with rocks of varying resistance, so the coastline forms distinctive landforms, such as coves",a concordant coastline is a coastline with rocks forming circles aligned to the shore,"a concordant coastline is a coastline with rocks of varying resistance, so the coastline forms distinctive landforms, such as coves",0.9453431367874146,0.9429938197135925
664,1101,1345,People are aware of the efforts you've made,"When you explain your ideas to other people, they become more likely to accept them",People are aware of the efforts you've made when working in a team,0.9467140436172485,0.9038507342338562
665,1591,1347,People who are organized love to check thing off a list.,Conscientious people love to clean up their house.,Conscientious people love to check thing off a list.,0.9696500301361084,0.9135077595710754
666,1592,1348,Some schools mandate mandatory computer education,Purchasing computers puts households who can't afford buying computers under enormous pressure,Some schools put households who can't afford buying computers under enormous pressure,0.9242824912071228,0.9536795020103455
667,1593,1349,Muscle-strengthening activities help build and strengthen muscle groups in the body.,"Lifting weights, or doing sit-ups and push-ups increases muscle mass.","Lifting weights, or doing sit-ups and push-ups activities help build and strengthen muscle groups in the body.",1.0000001192092896,0.9664145112037659
668,147,1351,Financial assistance can be helpful in covering the cost of preofessional services of exporting companies,Some targeted policies can be helpful in covering the cost of preofessional services,Some targeted policies can be helpful in covering the cost of preofessional services of exporting,0.8911355137825012,0.8968509435653687
669,1102,1353,"Today, Finning is an action in which fishers cut off the shark’s fin while the animal is still alive and throw the animal back into the water.","finning is an action in which fishers cut off the shark’s fin while the shark is still alive and throw the animal back into the water. The shark is unable to swim or eat. In hours or days, it bleeds to death on the bottom of the ocean.","Today, an action in which fishers cut off the shark’s fin while the shark is still alive and throw the animal back into the water. The shark is unable to swim or eat. In hours or days, it bleeds to death on the bottom of the ocean which is a big bussines, has increased.",0.8508826494216919,0.997829794883728
670,624,1354,Child labour forms an intrinsic part of a society.,"In manufacturing societies, workers are hired as assistants. ",Child labour forms an intrinsic part of a society in In manufacturing societies.,0.917938768863678,0.9040932655334473
671,1594,1355,People who are conscientious are leaders.,You can focus by understanding where your focus needs to be.,People who are conscientious focus by understanding where your focus needs to be.,0.9592084288597107,0.9470017552375793
672,148,1356,innovation can increase the success of your business. ,Digital transformation is the future of innovation.,Digital transformation can increase the success of your business.,0.9434219002723694,0.93597012758255
673,1595,1358,startups that hire freelancers can hire short-term workers,Smaller businesses can respond quickly to their needs,startups that hire freelancers can respond quickly to their needs,0.9205638766288757,0.9033964276313782
674,625,1359,I am going to visit a friend in Tulsa today,I have a 5-hours trip ahead of me!,I have a 5-hours trip ahead of me!,0.9839145541191101,0.9306372404098511
675,2058,1361,In the early morning or in the evening just before sunset.,The best to look for puffin when they are not off fishing.,The best to look for puffin is In the early morning or in the evening just before sunset.,0.9479424953460693,0.9715099334716797
676,1596,1362,Amano wrote the book Nature Aquarium World.,Nature Aquarium World made a reliable source for proper design and implementation of aquarium.,Amano made a reliable source for proper design and implementation of aquarium.,0.9782100915908813,0.9759846925735474
677,149,1364,Our pillows are covered with germs, germs can infect everything from our skin to our lungs,Our pillows can infect everything from our skin to our lungs,0.9589786529541016,1.0000001192092896
678,150,1368,many of the antioxidants in pineapple are insoluble,"When bound together, they may have longer lasting effects",many of the antioxidants in pineapple may have longer lasting effects,0.9350731372833252,0.906986653804779
679,151,1370,Impacts of drought force villagers to migrate to big cities.,Drought has negative effects on agricultural production.,Drought force villagers to migrate to big cities.,0.9291040897369385,0.9294784069061279
680,626,1371,Coconut oil is predominantly made up of a medium-chain fatty acid called lauric acid.,"Lauric acid gives coconut oil a long, straight structure, which is more easily absorbed deep into the hair shaft.","Coconut oil is predominantly made up of a kind of acid which gives coconut oil a long, straight structure, which is more easily absorbed deep into the hair shaft.",1.0000001192092896,0.9542820453643799
681,2059,1372,Iranian students captured the US embassy in Tehran.,Capture of US embassy in 1979 intensified tensions between Iran and the United States.,Iranian students intensified tensions between Iran and the United States.,0.9731423854827881,0.9643145799636841
682,1103,1373,retail businesses benefit from a lower cost of living,it is easier for retail businesses to save money for investment activities because of direct trade with suppliers,it is easier for retail businesses to save money for investment activities because of direct trade with suppliers,0.9231982827186584,0.9788318276405334
683,2060,1375,Wilma had been at the beach,"When you're at the beach, you get sunburn stains on your body",Wilma had been at the beach,0.8999733924865723,0.9362977147102356
684,2061,1376,Enhanced natural light during the day enhances the productivity,People tend to be more productive when they get enough sleep,People tend to be more productive with enhanced natural light during the day,0.9446604251861572,0.9573102593421936
685,627,1380,"When the ocean floor is filled with water, bodies fall to the bottom of the sea.",Plankton have been buried in the sea floor.,Plankton form oil after million years.,0.8944031596183777,0.9371731877326965
686,628,1382,Some people can use Vitamin supplements.,Some people don't get enough vitamins from the foods they eat.,Some people can use Vitamin supplements.,0.908694326877594,0.9978322982788086
687,1104,1383,Saving money can particularly prove beneficial when a breadwinner becomes unable to work,A good financial planning can help you to save cash,A good financial planning can particularly prove beneficial when a breadwinner becomes unable to work,0.987257719039917,0.9832475185394287
688,1597,1384,Up until the Industrial Revolution transportation was slow and unreliable,When transport was slow and costly production and consumption gravitated as close to each other as feasible,Until the Industrial Revolution production and consumption gravitated as close to each other as feasible,0.9678081274032593,0.9484238028526306
689,2062,1386,Social inequalities can lead to the destabilization of the society,Urbanization is linked to unbalanced imbalances in the society,Urbanization is linked to the destabilization of the society,0.9148857593536377,0.9416956305503845
690,2063,1387,Hamburger is a great source of iron.,Iron can be eaten instead of red meat.,Hamburger can be eaten instead of red meat.,0.9364804625511169,0.9344341158866882
691,1598,1388,Pogba’s running ability has been hindered.,Paul Pogba has suffered from knee fragmentation.,Paul Pogba’s running ability has been hindered.,0.9051454067230225,0.9335910081863403
692,1105,1391,Relatives of Muslim Americans are relatively newcomers to the United States.,Muslims have a generally positive view of the larger society., relative newcomers have a generally positive view of the larger society.,0.9514772891998291,0.9883615374565125
693,629,1393,"When breathing becomes more comfortable, bronchial tubes are chilled.","When Bronchial tubes relax, energy levels increase.","When breathing becomes more comfortable, energy levels increase.",0.9435696005821228,0.9584485292434692
694,630,1394,The Anagen period usually lasts two or three weeks.,The Catagen period is the period of hair growth that comes after the Anagen period.,The Catagen period usually lasts two or three weeks.,0.9442194104194641,0.9750045537948608
695,631,1395,"The monarch has the right to rule by decree, promulgate laws, and impose punishments","In an absolute monarchy, the monarch rules as an autocrat, with full authority over the state and government","In an absolute monarchy, the monarch rules as an autocrat, with the right to rule by decree, promulgate laws, and impose punishments",0.9455862641334534,0.9907907247543335
696,1106,1397,Instagram cost online retailers a significant amount of income.,Instagram’s inaccessibility makes it impossible to access your account.,Internet malfunction cost online retailers a significant amount of income.,0.9651507139205933,0.8898467421531677
697,1599,1400,"I try not to watch TV during days, then I have too much free time.","When people have more time to do what they want, productivity, freedom and so on.","I try not to watch TV during days, then I have more time to do what they want, productivity, freedom and so on.",0.9942200183868408,0.9543964266777039
698,2064,1401,In-house solutions are designed to meet specific customer needs,analyzing customer preferences brings about a tailored experience for everyone,In-house solutions bring about a tailored experience for everyone,0.9307047724723816,0.9592148065567017
699,2065,1402,Experiences of inferiority may lead to socially unacceptable behaviors,High crime rates may materialise as high crime rates ,Experiences of inferiority may materialise as high crime rates ,0.9495207667350769,0.9136959910392761
700,152,1404,"Kidney disease involves deposition of the Immunoglobulin A, antibodies in the glomerulus.",Osteoporosis may also occur due to a number of diseases like kidney disease.,"Osteoporosis may also occur due to a number of diseases like deposition of the Immunoglobulin A, antibodies in the glomerulus.",0.9763799905776978,0.9999999403953552
701,1107,1405,Demolition of ancient lifestyle targeted Greek empire as their religion and philosophy idol.,Ancient Romans targeted Greek empire as their religion and philosophy idol.,Ancient Romans targeted Greek empire as their religion and philosophy idol.,0.8801925778388977,0.8983052968978882
702,2066,1407,Top-tier employees would rather work for top-tier companies,Most famous corporations have franchises,Top-tier employees would rather work in franchises,0.9616427421569824,0.9153973460197449
703,2067,1411,Reviewing the information for different investment products that your bank offers is necessary to making a profitable investment,Having an online bank account provides you with the necessary information on various speculation items,Having an online bank account is necessary to making a profitable investment,0.9328910708427429,0.9043410420417786
704,632,1414,Tourism industry has one of the fastest rates of employment in the world.,Employment generation and foreign exchange earnings plays a significant role in economical development of every country.,Tourism industry plays a significant role in economical development of every country.,0.9179097414016724,0.9527970552444458
705,633,1415,the risk of falls is high in old people,people who experience depression often experience depression,the risk of experiencing depression is high in old people,0.9423046112060547,0.866439163684845
706,1108,1416,"Major environmental problems include the destruction of natural wetlands, the spread of water-borne diseases, and land degradation through salinization and waterlogging",Agricultural water usage can also give rise to the major drawbacks of our climate,"Agricultural water usage can also give rise to the destruction of natural wetlands, the spread of water-borne diseases, and land degradation through salinization and waterlogging",0.960331380367279,0.9612311720848083
707,634,1419,Someone spilled a toxic chemical on the spot where grass is not growing,Someone spilled a toxic chemical on the spot in my front yard,Someone spilled a toxic chemical on the spot in my front yard,0.9170067310333252,0.9071982502937317
708,1600,1420,Pets are not usually welcomed on airplanes,public transportation is a means of transport,Pets are not usually welcomed on planes and trains,0.9806849360466003,0.9082314968109131
709,2068,1422,Learning American sign language increases your marketability.,"Become a better communicator and listener, requires learning American sign language.","Becomeing a better communicator and listener, increases your marketability.",0.9757456183433533,0.9616732001304626
710,1109,1424,Tar or Lut was an ancient instrument invented by Iranians.,Tar and Lut are the earliest version of the modern day guitar.,The earliest version of the modern day guitar invented by Iranians.,0.9440839886665344,0.9445356726646423
711,1110,1429,"When the soil becomes wet, the land is subject to erosion during the next years.","Without the protection of the trees, the land is dry.","Without the protection of the trees, the land is subject to erosion during the next years.",0.9398270845413208,0.9882439970970154
712,1111,1430,Vitamin D is a great source of vitamin D.,Vitamin D can prevent bone deformities and bone pains.,liver can prevent bone deformitiesn and bone pains.,0.9429820775985718,0.9430262446403503
713,1601,1431,Shortening fear and anxiety can lead to toxic levels of stress.,Experiencing racism event can lead to anxiety and depression.,Experiencing racism event can lead to toxic levels of stress.,0.9667477607727051,0.9397954344749451
714,1112,1432,Improved hair mass is essential to beauty and being handsome.,applying onion juice to the scalp might make your hair more voluminous.,applying onion juice to the scalp might be essential to beauty and being handsome.,0.9682491421699524,0.9620168209075928
715,635,1436,Brown sugar is known to contain molasses.,Moldasses has darker color and supplies a small amount of vitamins and minerals.,Brown sugar has darker color and supplies a small amount of vitamins and minerals.,0.9236115217208862,0.9266811013221741
716,1602,1438,Antioxidants like selenium help reduce oxidative stress by keeping free radical numbers in check.,Selenium is a powerful antioxidant that helps defend the body from oxidative stress.,"Selenium is a powerful antioxidant that helps defend the body from chronic diseases, such as heart disease and cancer.",0.8438308238983154,0.9091306328773499
717,1603,1439,Living in an apartment is associated with absence of upkeep duties,Free from maintenance can bring about peace of mind,Living in an apartment can bring about peace of mind,0.9512403011322021,0.9422765374183655
718,1604,1442,we are responsible for the pollution and trash in the oceans,the trash in the oceans kills many sea creatures,we are responsible for the death of many sea creatures,0.9688542485237122,0.968707799911499
719,636,1445,Innovation is the first step in problem-solving,Social media is a unique platform for exchanging different opinions,Social media is a unique platform for problem-solving,0.9158685207366943,0.9779604077339172
720,1113,1446,Duckweed is a plant which grows on water.,Growing on water can free up the land for farming food crops.,Duckweed can free up the land for farming food crops.,0.9668270349502563,0.9683149456977844
721,1114,1447,"Using models of transport forecasting,we can forecast the transfer process",forecasting future transport patternsallows for high utilization and less impact regarding new infrastructure,"Using models of transport forecasting,allows for high utilization and less impact regarding new infrastructure",0.9351304173469543,0.9490337371826172
722,1115,1448,The secret to a successful team is to hire qualified people,The secret to execute top organizational goals is to build a superior team,The secret to execute top organizational goals is to hire qualified people,0.958673357963562,0.9431537985801697
723,1116,1450,Low-income countries have the highest rate of start-ups.,Not having many employment options results in poor countries.,Not having many employment options results in highest rate of start-ups.,0.9842949509620667,0.9478188157081604
724,1117,1452,A regulary occurring climate pattern is known as ElNin?o.,ElNin?o makes the waters of the central and eastern Pacific warmer than normal.,A regulary occurring climate pattern makes the waters of the central and eastern Pacific warmer than normal.,0.9602492451667786,1.000000238418579
725,1605,1453,stopping smoking can contribute to skin growth,"When the skin receives more oxygen, it looks better",stopping smoking can contribute to skin looks better,0.9600186944007874,0.9485888481140137
726,2069,1454,Companies with better customer service tend to do business more efficiently,Customers value their time and respond well to companies that perform coherently,Customers value their time and respond well to companies with better customer service,0.9502022862434387,0.9632565975189209
727,153,1456,"when you try something new, you are less likely to experience tension while shopping",one big reason consumers still visit physical stores is that they are more likely to test the items they would like to buy,one big reason consumers still visit physical stores is that they are less likely to experience tension while shopping,0.8957687616348267,0.935271680355072
728,2070,1457,long-term high blood sugar levels can damage nerves system. ,Stressing out can contribute to numbness. ,long-term high blood sugar levels can contribute to numbness.,0.9624226093292236,0.9222955703735352
729,637,1458,Edward Bloom accidentally lost the track of time at the moment.,"When the time passes around him, he falls in love with the girl.",Edward Bloom fell in love with the girl he just met.,0.8995797634124756,0.8903484344482422
730,1118,1459,active family environment can control the behavior of adolescents. ,Having a good relatinship with classmates in adolesents can help in maintaining a good friendship with them.,active family environment can control having a good relatinship with classmates in adolesents. ,0.9736197590827942,0.8815634846687317
731,1606,1461,Tourism can change the communicative actions and attitudes of a host community. ,Younger members of a community can change traditional value systems. ,Tourism can change traditional value systems of a host community. ,0.9486590027809143,0.915422797203064
732,1607,1462,"When people cause them to stray from their natural habits and ignore their instincts, and instead rely on the easy answers we’ve provided.",Feeding wild birds have some negative impact on birds.,"Feeding wild birds have some negative impact on birds like when people cause them to stray from their natural habits and ignore their instincts, and instead rely on the easy answers we’ve provided.",0.9463338851928711,0.9543976187705994
733,154,1463,Hawkeye is a member of the Avengers.,Avengers have super combat skills.,Hawkeye has super combat skills.,0.9747810959815979,0.9309385418891907
734,1608,1469,you're in a comfortable work space,you work better and more efficiently when you're motivated,you work better and more efficiently when you're in a comfortable work space,0.9212223887443542,0.9950586557388306
735,1609,1471,In non-Western countries thinness is not seen as the ideal.,Eating disorders are becoming more prevalent because of thinness.,Eating disorders are becoming more prevalent in non-Western countries.,1.0,0.9506959319114685
736,638,1473,"by change in agriculture, Metal plows allowed more areas to grow.",more land to be worked allowed surplus crops,"by change in agriculture, Metal plows allowed surplus crops",0.9728339314460754,0.8841909766197205
737,1610,1475,Glass may look solid but it is a liquid as well.,Glass has the hardness of crystal materials while also having a disordered arrangement of molecules like a liquid.,Glass may look solid but it is a liquid as well.,0.9252104163169861,0.9999999403953552
738,2071,1476,"Falling to the ground can lead to skeletal damage at the wrist, spine, hip, knee, foot, and ankle. ",There is a higher risk of bones breaking associated with aging. ,"There is a higher risk of skeletal damage at the wrist, spine, hip, knee, foot, and ankle associated with aging.",0.9884983897209167,0.9560710191726685
739,1611,1477,Improvement of computer science enabled the advancement of technology.,The modern technology played a main role in the dawn of smartphones.,Improvement of computer science played a main role in the dawn of smartphones.,0.9594323635101318,0.9828649759292603
740,2072,1479,The elimination of Escobar's partners in the country reduced the crime rate.,The elimination of Escobar dropped the crime rate by 70% percent in Columbia.,The elimination of Escobar dropped the crime rate by 70% percent in Columbia.,0.9381433725357056,0.9408445954322815
741,155,1480,Azari Jahromi appoints young professionals as head of an organization or system.,The cabinet of Iran provides innovative and modern approach to forthcoming issues.,Azari Jahromi provides innovative and modern approach to forthcoming issues.,0.8755608797073364,0.9128673076629639
742,156,1482,people with and without a facebook account are being surveilled by a dangerous corporation,facebook collects data on people without their permission,facebook is a dangerous corporation,0.8891667127609253,0.9515658020973206
743,1119,1483,Waterfalls can occur where there will be a glacial through,A glacial trough is where a stream or river flows into a glacier,Waterfalls can occur where a stream or river flows into a glacier,0.9168643355369568,0.9206551909446716
744,157,1484,Developed a virus for military purposes. Infected millions of habitats in Raccoon City.,Umbrella Corps. Weaponized virus.,Umbrella Corps. Infected millions of habitats in Raccoon City.,0.9435237050056458,0.937213122844696
745,1120,1485,A franchise is a business plan that you're certain is productive,"you're less likely to go bankrupt,when you start working on a franchise","you're less likely to go bankrupt ,when you start working on a franchise",0.8979646563529968,0.9215595722198486
746,639,1487,Babies without autism are less likely to initiate joint attention until both are engaging.,"What the researchers found was that, on average, babies who later received an autism diagnosis were less likely to start looking very quickly at the object of interest when both are engaging","What the researchers found was that, on average, babies who later received an autism diagnosis were less likely to start looking very quickly at the object of interest until both are engaging",0.8927260637283325,0.9391486644744873
747,2073,1488,Bill is a barber and uses hair cutting tools,Barber uses various tools for his job,Bill is a barber,0.9026814103126526,0.8839669227600098
748,640,1490,Protecting protected areas save animals of extinction.,Efforts by the Republic of Congo to protect its protected areas include taking care of them.,Efforts by the Republic of Congo save animals of extinction.,0.9398601055145264,0.9676838517189026
749,1612,1494,Over-consumption can be very dangerous in places where resources are already scarce,Tourism encourages over-consumption of natural resources,Tourism can be very dangerous in places where resources are already scarce,0.9708603024482727,0.9601442813873291
750,1613,1495,France’s government urged people to raise gas price.,The increase in gas station expenses urged people to protest on the streets.,France’s government urged people to protest on the streets.,0.9438023567199707,0.9356136918067932
751,1614,1498,Child-oriented advertisements promote magic and fantasy.,Fantasy attracts the interest of younger audience.,Child-oriented advertisements attracts the interest of younger audience.,0.9530649185180664,0.9811196327209473
752,641,1500,Overusing the fish can cause peripheral neuropathy.,Overusing the fish can lead to vitamin B6 deficiency.,Overusing the fish can cause peripheral neuropathy.,0.9100938439369202,0.9347286224365234
753,2074,1501,Reading spiritual texts lowers stress levels,Stressing out brings about an immense sense of calm,Reading spiritual texts brings about an immense sense of calm ,0.9726485013961792,0.9680392742156982
754,1121,1506,Scientific results and findings are usually declared after public declarations,publications are usually evaluated,scientific results and findings are usually evaluated,0.933650553226471,0.8980837464332581
755,158,1509,The invention of rubber eraser favored students to remove their errors.,English engineer Edward Nairne invented plastic eraser.,English engineer Edward Nairne favored students to remove their errors.,0.9352432489395142,0.9515207409858704
756,159,1510,Local farmers increased their agricultural production.,Rising agricultural output facilitated rural industry.,Local farmers facilitated rural industry.,0.9447388648986816,0.9797052145004272
757,1122,1511,Cropping systems vary among farms depending on supplies and limitations,"available resources and constraints vary widely depending on geography and climate of the farm; government policy; economic, social and political pressures; and the philosophy and culture of the farmer","Cropping systems vary among farms depending on geography and climate of the farm; government policy; economic, social and political pressures; and the philosophy and culture of the farmer",0.9719458818435669,0.9648143649101257
758,1615,1515,Children who lack independence are subject to unhealthy parental attachment,The outcome of doing things for your child that she’s capable of doing herself is the outcome of your independent child,The outcome of doing things for your child that she’s capable of doing herself  is  unhealthy parental attachment,0.9247749447822571,0.9613496661186218
759,642,1518,Our hormonal balance changes our brains function,Not drinking enough water changes a number of different hormones,Not drinking enough water changes our brains function,0.913601279258728,0.9592282772064209
760,2075,1520,Depressment can influence your mood and Behavioral. ,Major depression can be associated with anxiety.,Major depression can influence your mood and Behavioral.,0.9641451835632324,0.9615415930747986
761,2076,1522,Innovation companies are associated with the production of finished goods that is highly desirable to consumers,Innovation companies hire highly skilled professionals to manage the whole process of product enlargement,Innovation companies are associated with the production of finished goods that is highly desirable to consumers,0.9304138422012329,0.9338818192481995
762,1616,1524,Jeff Bezos founded Amazon ,Amazon is the largest Internet company by revenue in the world.,Jeff Bezos founded the largest Internet company by revenue in the world.,0.9531195163726807,0.9835705757141113
763,2077,1525,Modified hormones are necessary for health. ,Good sleep increases hormone production.,Good sleep is necessary for health.,0.9558636546134949,0.9625319838523865
764,160,1527,Dutch Van der Linde is a Pinkerton agent.,Pinkertons is an outlaw.,Dutch Van der Linde is an outlaw.,0.9364984631538391,0.8768128156661987
765,161,1529,Politicians speak more than they're able to do,Most of us get frustrated with politicians,Most of us get frustrated with politicians,0.8513585925102234,0.9286000728607178
766,2078,1531,AIRS has recorded temperature change since 2003.,The Atmospheric Infrared Sounder (AIRS) is the primary source of temperature data.,The Atmospheric Infrared Sounder record of temperature change since 2003.,0.9553729295730591,0.9314003586769104
767,643,1532,moking increases the risk of developing age-related macular degeneration.,an age-related macular degeneration occurs among adults fifty and older.,moking increases the risk of developing blindness among adults fifty and older.,0.9772866368293762,0.9500642418861389
768,2079,1536,hiking may cause dry mouth and headache,hiking causes dry mouth and headache.,hiking  may cause dehydration,0.9366264939308167,0.896914005279541
769,2080,1540,the port where the cruise ship's supplies are loaded for the cruise,A cruise home port is the point where commuters get on or off the ship to begin or finish their jurney,A cruise home port is also where the cruise ship's supplies are loaded for the cruise,0.9157345294952393,0.8966468572616577
770,1617,1541, underground jobs are dangerous.,Robots will perform dangerous tasks., robots will perform underground jobs.,0.9422047138214111,0.9657424688339233
771,644,1542,about 50 million americans become addicted to nicotine,people inhale while they smoke,about 50 million americans inhale while they smoke,0.9385141730308533,0.9034631848335266
772,645,1543,silica often does not attain the surface but cool and solidify at depth,magma has substantial silica,magma often does not attain the surface but cool and solidify at depth,0.9559081196784973,0.9440058469772339
773,2081,1544,Jimmy Carter failed to execute Eagle Claw.,The operation Eagle Claw made USA embarrassed in the world.,Jimmy Carter made USA embarrassed in the world.,0.918627917766571,0.9827796816825867
774,1123,1546,Allergic asthma affects about 60 percent of people who have asthma in the United States.,"A condition when Asthma and allergies happen together is called ""allergic asthma"".",A condition when Asthma and allergies happen together affects about 60 percent of people who have asthma in the United States.,1.0,0.9538178443908691
775,2082,1547,Industrialization has direct relation to population growth.,advanced agricultural activities increases Raccoon’s population.,Industrialization increases Raccoon’s population,0.9219305515289307,0.9260976314544678
776,1124,1549, smoking leads to death.,there is a definite link between  respirationl troubles and death.,there is a definite link between  respirationl troubles and death.,0.9019673466682434,0.9366195797920227
777,1125,1551,"When companies try to boost efficiency, they become jobless and poor",globalization make people who are fired disenchanted with their jobs.,globalization make people who are fired become jobless and poor,0.9391614198684692,0.8813389539718628
